1.000000	-0.000008
1.026207	-0.000008
1.052414	-0.000008
1.078621	-0.000008
1.104828	-0.000008
1.131034	-0.000008
1.157241	-0.000008
1.183448	-0.000008
1.209655	-0.000008
1.235862	-0.000008
1.262069	-0.000008
1.288276	-0.000008
1.314483	-0.000008
1.340690	-0.000008
1.366897	-0.000008
1.393103	-0.000008
1.419310	-0.000007
1.445517	-0.000007
1.471724	-0.000007
1.497931	-0.000007
1.524138	-0.000007
1.550345	-0.000007
1.576552	-0.000007
1.602759	-0.000007
1.628966	-0.000007
1.655172	-0.000007
1.681379	-0.000007
1.707586	-0.000007
1.733793	-0.000007
1.760000	-0.000007
1.786207	-0.000007
1.812414	-0.000007
1.838621	-0.000007
1.864828	-0.000007
1.891034	-0.000007
1.917241	-0.000007
1.943448	-0.000007
1.969655	-0.000007
1.995862	-0.000007
2.022069	-0.000007
2.048276	-0.000006
2.074483	-0.000006
2.100690	-0.000006
2.126897	-0.000006
2.153103	-0.000006
2.179310	-0.000006
2.205517	-0.000006
2.231724	-0.000006
2.257931	-0.000006
2.284138	-0.000005
2.310345	-0.000005
2.336552	-0.000005
2.362759	-0.000005
2.388966	-0.000005
2.415172	-0.000005
2.441379	-0.000005
2.467586	-0.000004
2.493793	-0.000004
2.520000	-0.000004
2.546207	-0.000004
2.572414	-0.000004
2.598621	-0.000004
2.624828	-0.000004
2.651034	-0.000004
2.677241	-0.000004
2.703448	-0.000004
2.729655	-0.000004
2.755862	-0.000004
2.782069	-0.000003
2.808276	-0.000003
2.834483	-0.000003
2.860690	-0.000003
2.886897	-0.000003
2.913103	-0.000003
2.939310	-0.000003
2.965517	-0.000003
2.991724	-0.000003
3.017931	-0.000003
3.044138	-0.000003
3.070345	-0.000003
3.096552	-0.000003
3.122759	-0.000003
3.148966	-0.000003
3.175172	-0.000003
3.201379	-0.000003
3.227586	-0.000003
3.253793	-0.000003
3.280000	-0.000003
