Time,X,Y
0.00022855123198685699,3,3
0.0028933492743962548,4,3
0.009038092768188125,3,4
0.009575498221794274,4,4
0.011987536589727179,5,4
0.015731565697429797,6,4
0.025966243271975838,7,4
0.026005825128579945,8,4
0.02728568668027212,9,4
0.029937267271543312,10,4
0.03056404767425948,11,4
0.032060652677125184,10,5
0.04197788330469536,9,6
0.04282475719723897,10,6
0.044527018306016845,11,6
0.04612284715063887,12,6
0.04885204070993697,11,7
0.051549040904729886,12,7
0.05187778393991389,11,7
0.05462068442342972,12,7
0.058369493094916465,13,7
0.05913020028463608,12,8
0.06026441393160866,11,8
0.060482943912929764,12,8
0.061313715297996375,13,8
0.06745991374009642,14,8
0.06907057822471385,15,8
0.07697456904302942,16,8
0.09713160614550818,15,9
0.09762026032444909,16,9
0.09844990217748878,15,10
0.09889931063723058,16,10
0.09898579647968243,15,11
0.10483490022777929,16,11
0.10739876630753523,15,11
0.11386946950024918,16,11
0.1149152719275976,15,12
0.11564428877024469,16,12
0.11610857063725376,17,12
0.1166827362731308,16,13
0.11675690595812252,17,13
0.12025168246655261,18,13
0.124105439785185,17,14
0.12474527602759058,18,14
0.12748031056900952,19,14
0.1301238293289252,20,14
0.13884609069032838,21,14
0.15201323396327363,22,14
0.15239804475516033,23,14
0.15377434362230097,24,14
0.1551233466189086,23,15
0.16463563296974693,24,15
0.16521949880298872,25,15
0.1694375457753594,26,15
0.1702217049993985,27,15
0.17329418854722486,28,15
0.17513320965197787,29,15
0.18140086200733266,30,15
0.18330627326156745,29,15
0.1883922906421073,30,15
0.18958056029071954,31,15
0.19071675177234132,30,16
0.19217195986282096,31,16
0.19230002582896746,32,16
0.19429354975723304,33,16
0.19991217289276733,34,16
0.2025118727157917,33,17
0.2039461844114636,32,18
0.20676246901876189,33,18
0.2074687716403301,34,18
0.21034097187216297,35,18
0.21771400035785832,36,18
0.21910572012333626,37,18
0.22045063642527354,36,19
0.22231049771885572,37,19
0.22919482939649255,38,19
0.22932314178484792,37,19
0.2311498737965168,36,20
0.231149959415952,35,21
0.23191285471504644,36,21
0.23625267005716555,37,21
0.23665327862620653,36,21
0.23744593869464747,37,21
0.23750938303241984,36,22
0.23785284278053168,35,23
0.2382749812005419,34,23
0.23845650429048118,33,24
0.24155662760138635,34,24
0.24191847611912687,35,24
0.24193272849100397,36,24
0.24223611658991348,37,24
0.2451106728505406,38,24
0.24848307046662624,39,24
0.2502706350963435,38,25
0.2520477283081197,37,26
0.2525887292295934,38,26
0.2605304618263074,37,27
0.26282183772742296,38,27
0.26663087924334183,39,27
0.26991121326877937,40,27
0.27168697031355177,39,28
0.28210398456407,40,28
0.28260021425466536,41,28
0.29506591982540636,42,28
0.2953981474109378,41,29
0.29610907819474225,42,29
0.29860391003008135,41,30
0.3000258549175347,42,30
0.3029557270748963,41,31
0.30531395076401485,40,32
0.30954401005357385,39,33
0.3113941072113769,40,33
0.3127517773817285,41,33
0.3143254662196907,42,33
0.31469778275793686,43,33
0.31767221679804175,44,33
0.31802848975353665,45,33
0.31877176465946366,46,33
0.3212183797830237,45,34
0.32251321019337903,44,35
0.3232801382543944,43,36
0.32533545481975196,44,36
0.32569375941480405,43,37
0.32956829370909785,44,37
0.33120271448184174,43,38
0.33611003669054773,42,39
0.3384457924754206,43,39
0.34118061440944875,42,40
0.3427626489138912,41,41
0.3447310090119593,40,42
0.3504794377208577,39,43
0.35166802952974846,40,43
0.3577790431707883,41,43
0.35795848250147716,40,44
0.3584386622645082,41,44
0.3589167769470379,42,44
0.36027860990791005,43,44
0.36109401086265785,44,44
0.36407704125304124,45,44
0.36599119290567544,46,44
0.368939760107881,47,44
0.3704674294883111,48,44
0.3756439445922133,49,44
0.37891795855100335,50,44
0.3809138047714164,49,45
0.3822609332278299,48,46
0.38294224847604036,49,46
0.3844041430369277,50,46
0.3882979559410829,49,47
0.3924474520069104,48,48
0.3951315743993037,47,49
0.3958848152914039,46,50
0.39663130178692463,47,50
0.399405317146717,48,50
0.40315403214773116,49,50
0.40710992012620134,48,51
0.40759007362343574,49,51
0.40913793403184523,50,51
0.4098077351632479,49,52
0.41004041431726873,48,52
0.4111163749948469,49,52
0.4120895557211574,48,53
0.412868808134643,49,53
0.4133103026300805,48,53
0.4133546930010659,49,53
0.41579125979467846,50,53
