Time,X,Y
0.00022848670392917644,3,3
0.00034056682838757397,4,3
0.0010419788963970636,5,3
0.00105851325086168,6,3
0.001782184739345393,7,3
0.001992650079195279,8,3
0.0028327318521398897,9,3
0.003345778084344558,8,3
0.003746671309290939,9,3
0.004510207120209098,10,3
0.005897898069060163,11,3
0.006440026048557641,12,3
0.007526607566574123,13,3
0.007653890399706828,14,3
0.007760769648450117,15,3
0.007797436505035102,16,3
0.008210767775147804,15,4
0.008815889360533388,16,4
0.008878065659163326,17,4
0.009706882600445681,18,4
0.009960254218858855,19,4
0.01004027697436257,20,4
0.010173487800972682,21,4
0.01058104948181607,22,4
0.010959889204536286,23,4
0.01258039132872075,24,4
0.012656057805912722,25,4
0.013014701585770042,26,4
0.013946938813547582,27,4
0.014367186097228053,28,4
0.01470025709320731,29,4
0.014772890877214555,30,4
0.015114109929404268,31,4
0.015360752483835671,30,4
0.015442121548357692,31,4
0.016175658679465115,32,4
0.016766696212263826,33,4
0.017210553797705478,34,4
0.01724528864158308,35,4
0.017668950862685235,36,4
0.01777910342866917,37,4
0.018358732903316497,38,4
0.019452957699123995,39,4
0.01957951550463039,40,4
0.019663526256591218,41,4
0.01967916924555229,42,4
0.019915059289203795,43,4
0.020216362906446315,42,5
0.020244951382959682,43,5
0.02083473481585835,44,5
0.02103824743827416,45,5
0.021146154093554387,46,5
0.021244634101401923,47,5
0.021523813847841015,46,6
0.021755119591506826,47,6
0.02202787080057909,48,6
0.023405335904087218,49,6
0.023484475247511905,50,6
0.023497441154173248,51,6
0.023691668709546854,52,6
0.024158720005900185,53,6
0.025059310521943587,54,6
0.02565596460795782,53,7
0.02605947740257945,54,7
0.026875002070888762,55,7
0.027019835089289814,56,7
0.02716211944081771,57,7
0.028256037625052636,56,8
0.02856172549870934,55,9
0.028707986707012925,56,9
0.029524664185068227,57,9
0.029717522452880823,58,9
0.030250092530901464,59,9
0.03027094153985408,58,9
0.03061877251938917,59,9
0.030751763651307183,60,9
0.03091076039994875,61,9
0.0313031435065591,62,9
0.03162757723594636,63,9
0.03217859801110092,64,9
0.03347325340798681,65,9
0.03396310366638296,66,9
0.034549303094027,65,10
0.03511637983012689,66,10
0.035557378847325856,67,10
0.035690793795515825,68,10
0.03605125861387299,69,10
0.03645063707822822,70,10
0.03654554303257327,69,11
0.03725423295129407,70,11
0.03773538552948411,71,11
0.04011222209862987,72,11
0.040341745064229176,73,11
0.04047431018435081,74,11
0.041068048678873176,75,11
0.04128237971648935,76,11
0.04150675928137185,77,11
0.041889406291536785,76,12
0.04193825563607114,77,12
0.04196305224142293,76,13
0.042118526329940204,75,13
0.042425490903622805,74,14
0.043386525996367144,75,14
0.04370970364692049,76,14
0.04386708234539757,77,14
0.04423300028072389,78,14
0.044575371366403216,79,14
0.044589297305197534,80,14
0.04468680314874864,81,14
0.045472142343159286,82,14
0.04553980372182596,83,14
0.04604140951310451,84,14
0.04684010436100301,83,15
0.047462551653250994,84,15
0.0476385749284315,85,15
0.047814298303437426,86,15
0.04797209834394889,87,15
0.048949160002251885,88,15
0.04952870099850303,89,15
0.05047790193296716,88,15
0.051244530998472586,89,15
0.05319337734232052,90,15
0.05325117869855773,89,16
0.054493981753343614,90,16
0.05563545759613177,91,16
0.055664524228790514,92,16
0.05633496412641832,91,17
0.0567933258819735,92,17
0.05720014491934208,93,17
0.05748019171538697,94,17
0.05782890376501775,95,17
0.05999140733717256,96,17
0.061424064483583694,97,17
0.0619014435332889,98,17
0.06217615443865899,99,17
0.06227064448095622,98,17
0.06247974990445324,97,18
0.06255858555892176,98,18
0.06319888746574646,99,18
0.06384692514410162,100,18
0.06401717843790414,101,18
0.06421098910423419,102,18
0.06465297602988437,101,19
0.06466650049932192,102,19
0.06505475743952303,103,19
0.06522178286764005,104,19
0.06530873578565954,105,19
0.06545192121634318,106,19
0.0665507978554449,107,19
0.0676214607818782,108,19
0.06830547863912703,109,19
0.06845174850619731,110,19
0.06850393703075505,109,20
0.0690918411475764,110,20
0.06910585195299439,109,21
0.06946546250534323,110,21
0.06957585513646661,109,22
0.07099808620557144,110,22
0.07176735616153743,111,22
0.07201280439858149,112,22
0.07249607584370164,113,22
0.07257094362281524,114,22
0.07273635270018945,115,22
0.07292058101347301,116,22
0.07376908463418683,117,22
0.0738677885471714,118,22
0.0745388734763362,119,22
0.07518974355089855,120,22
0.07589867792480856,121,22
0.07591272185345053,122,22
0.07698040539917708,121,23
0.07763873959389621,120,24
0.0796299595297599,121,24
0.08036427895564437,120,25
0.08086094709293952,119,26
0.08088161115077182,120,26
0.08127542098582206,119,27
0.08137505852393304,120,27
0.08172138310062534,121,27
0.08195719503095224,122,27
0.08227982636201646,123,27
0.0824950201899324,124,27
0.08269330359937976,123,28
0.0827427677327674,124,28
0.08423067950273253,123,28
0.08625248479533268,124,28
0.08634879793297269,123,29
0.08677889154058473,124,29
0.0868868864669796,123,30
0.08918799981471247,122,31
0.0892418044072687,123,31
0.0896297469404299,124,31
0.08971235814017893,125,31
0.08987433013585172,124,32
0.09025390736866129,123,32
0.09047577098255435,124,32
0.09048598576656335,125,32
0.09108294091650616,124,33
0.09152950771436102,125,33
0.09164482353813895,126,33
0.09214343923106738,127,33
0.09242593514294797,128,33
0.09289452932832026,127,34
0.09326427488589453,128,34
0.09357860322060692,129,34
0.09374295568176673,130,34
0.09383509113932019,131,34
0.09447296869975844,132,34
0.09483528874477772,133,34
0.09487238838656975,134,34
0.09516518397324449,135,34
0.0951930155115381,136,34
0.09530911745548618,135,35
0.09533247007186019,134,36
0.09542248190456641,135,36
0.09572858601259064,136,36
0.09593935850763917,137,36
0.09628995148333622,136,37
0.09639808085125817,137,37
0.09643201950320662,138,37
0.0966109447668877,137,38
0.09713281902814737,136,39
0.09715752869054407,135,40
0.09799265772098392,134,41
0.09847241457717856,135,41
0.09858021570436186,134,42
0.09972076512354056,135,42
0.09984867037517088,136,42
0.0998612638190858,137,42
0.10071174779907589,138,42
0.10074065039418359,139,42
0.10077297881326225,140,42
0.10083572017723862,141,42
0.1013054083389074,142,42
0.10154308046101596,143,42
0.10192022865252871,144,42
0.10217309323552352,143,42
0.10218761232081976,144,42
0.10248973841062965,145,42
0.10288638934834918,144,43
0.10322779122579323,145,43
0.10380773716424273,146,43
0.1040288164321875,147,43
0.10430622894166658,146,44
0.10481367082944676,147,44
0.10488431170754582,148,44
0.10517935075048668,147,45
0.10588962669437943,148,45
0.1060797375830281,149,45
0.10678655653602614,148,46
0.10682729063587987,149,46
0.10789153090647961,150,46
0.10813658573254205,149,46
0.10830316633447835,148,47
0.10851343863991324,149,47
0.10892954430020531,150,47
0.1092923634492809,149,48
0.10990874279275348,148,49
0.11025338087405315,149,49
0.1102679466672245,150,49
0.11201096766348351,149,50
0.11232653729507427,150,50
0.1129383226070037,151,50
0.11301167164408742,150,51
0.1136519206840911,151,51
0.11377007022166542,152,51
0.1143224817302409,153,51
0.11435202898568618,154,51
0.11484716362262351,153,52
0.11497224460741545,152,53
0.11499562925706895,151,54
0.11619343825760295,150,55
0.11645000762282734,151,55
0.11681960954875614,152,55
0.11694285181428803,153,55
0.11701318048623773,154,55
0.11708791913827489,153,56
0.1175124371792838,154,56
0.11752352524011406,155,56
0.11757223353160733,156,56
0.11809978270605083,155,57
0.1181344669577279,156,57
0.11872475147382848,157,57
0.11952255180757486,158,57
0.11964829269680084,157,58
0.11970348410331279,158,58
0.12093417251183576,159,58
0.1211197134901113,160,58
0.12143960111611718,161,58
0.12166014871947162,162,58
0.12172465852783637,163,58
0.1220257889273244,164,58
0.12205362559354614,165,58
0.12214156643264956,166,58
0.12234635890163277,167,58
0.1224108558165029,168,58
0.12251247389666879,169,58
0.12295658987079702,170,58
0.12310688831429879,171,58
0.12310983087456968,170,59
0.12386731080320729,169,60
0.12463911352573037,170,60
0.12588889226395394,171,60
0.12590541233607216,172,60
0.1262904656262886,173,60
0.12678137224274807,172,61
0.12679561093543285,173,61
0.1269711200764712,172,62
0.12706212715187923,173,62
0.1272395059726586,172,63
0.12725530976404187,171,64
0.12774947280124468,172,64
0.12803366290986604,173,64
0.12805252332938472,174,64
0.1285838968408441,175,64
0.1286957469414709,176,64
0.12872396421147386,177,64
0.12897519358645088,178,64
0.12911564434663386,179,64
0.13033618438598754,180,64
0.13043208846473464,179,65
0.13084497318914823,180,65
0.13118667278359883,181,65
0.13163426756533667,182,65
0.13250406777825888,181,66
0.1325483204379583,180,66
0.13265630798465783,181,66
0.13280339160607832,182,66
0.13281937097876192,183,66
0.13302454067384836,182,67
0.13311584511789787,181,68
0.13311818212611048,180,69
0.13319781886956697,179,70
0.13361142250978042,178,71
0.13406128807577178,179,71
0.13434620016806142,180,71
0.13448499269374722,179,72
0.13476932132829308,180,72
0.13478807209448737,181,72
0.13694574956404176,182,72
0.13775078571048766,181,73
