Time,X,Y
3.460374629039834e-05,3,3
4.980423628407666e-05,4,3
5.175145979407746e-05,5,3
6.474298733238662e-05,6,3
0.00010174980582140406,7,3
0.00016725441427796527,8,3
0.0003322889955390616,9,3
0.000362861291898763,10,3
0.00037446515035259,11,3
0.0003983996716455922,12,3
0.0004135928418753771,13,3
0.0004637282353693978,14,3
0.00046442529926640324,15,3
0.0004717169110177965,16,3
0.00047914186889964775,17,3
0.0005074346252047115,18,3
0.0006453396550332799,19,3
0.0007123693881136529,20,3
0.000836348890877435,21,3
0.000901015226891304,22,3
0.0009386350920444757,23,3
0.0009725568407385034,24,3
0.0010517489944335164,25,3
0.0010742238932702785,26,3
0.0012284719179658026,27,3
0.0012383673835549651,28,3
0.0012572344457424628,29,3
0.0012936389783713778,30,3
0.0014186598511230861,31,3
0.001487119545757451,32,3
0.0014974243793667579,33,3
0.0015418036421970148,34,3
0.0016118900841117839,35,3
0.0016875996669122207,36,3
0.001700367411846091,37,3
0.0017778232600041215,36,3
0.0018021743655237535,35,3
0.001829200779394673,36,3
0.0019526271167410426,37,3
0.0020076426790873203,38,3
0.0020836984121874918,39,3
0.002091559517531565,40,3
0.0021316550060359687,41,3
0.0021418174882300253,42,3
0.002151472135542191,43,3
0.0021954325580226166,44,3
0.002234096475766685,45,3
0.0022932981513123303,46,3
0.002308702715163651,47,3
0.002316700002625937,48,3
0.002352513226891659,49,3
0.0023691683912656527,50,3
0.0024437326646591204,51,3
0.0025304008581910078,52,3
0.0025765935675187163,53,3
0.002583619049575966,54,3
0.0026232301627917873,55,3
0.0026567991338136486,56,3
0.0027526646135637833,57,3
0.0029879522504155202,58,3
0.0030047231514152618,59,3
0.003206846442460466,60,3
0.003237240219161103,61,3
0.003327547735542633,62,3
0.003351665831610137,63,3
0.0033589126113721334,64,3
0.0033619004449547732,65,3
0.003370552876452312,66,3
0.0033871463313816397,67,3
0.0033988123624096585,68,3
0.0034047818739419934,69,3
0.0034633709962586644,70,3
0.003492154331479318,71,3
0.0035938146088684776,72,3
0.0036249248806782004,73,3
0.0036408241841096576,74,3
0.0036978181850901566,75,3
0.0037328918793867465,76,3
0.0037758295310850207,77,3
0.0037936903860711314,78,3
0.0038457683138466165,79,3
0.0038893993814314637,80,3
0.003946870679594654,81,3
0.00394726302657642,82,3
0.004011764904086894,83,3
0.004017178916011491,84,3
0.004023381882964756,85,3
0.004198499937507844,86,3
0.004327099136512325,87,3
0.004414779278447224,88,3
0.004414882760442222,89,3
0.004433651967403879,90,3
0.004453427663663449,91,3
0.004540897318442371,92,3
0.004577156740423929,93,3
0.004581028845769771,94,3
0.004756251546899452,95,3
0.004769626885918118,96,3
0.004802059411889674,97,3
0.00481962340389894,98,3
0.004917569759857621,99,3
0.005104967379444664,100,3
0.005111577673676255,101,3
0.005179334438645824,102,3
0.005387967515962717,103,3
0.005422740941420259,104,3
0.0054951407505761845,105,3
0.005536439539030912,106,3
0.005541028097762362,107,3
0.005545434576709158,108,3
0.0056383657471905935,109,3
0.005653353112537843,110,3
0.005694048697994979,111,3
0.005713772004408953,112,3
0.005742106207009823,113,3
0.005760316477594576,114,3
0.00580886508908059,115,3
0.005924073133718057,116,3
0.005954104837777623,117,3
0.005985553170253015,118,3
0.006009740276006442,119,3
0.006066469838261761,120,3
0.006101130871542062,121,3
0.006156530802513428,122,3
0.006235582158411099,123,3
0.006331770367340444,124,3
0.006338392104053512,125,3
0.0064774266109455135,126,3
0.006492311843502123,127,3
0.006515881012790379,128,3
0.0065812131710813624,129,3
0.006587561065408165,130,3
0.006609160041472015,131,3
0.006652808475757504,132,3
0.0066776242815108685,133,3
0.0067159300503250715,134,3
0.006736066991411458,135,3
0.006789963689997666,136,3
0.006826552937585111,137,3
0.006923062364017719,138,3
0.006948080753524291,139,3
0.006982495929329627,140,3
0.006998023089847002,141,3
0.007010812697626308,142,3
0.007065331664276162,141,4
0.007087796546490428,142,4
0.007159963697548574,143,4
0.007204511239953241,144,4
0.007256844850828997,145,4
0.007265079686628429,146,4
0.007286644215540467,147,4
0.007287403222109486,148,4
0.007309489361780378,149,4
0.007350847801714298,150,4
0.007374351763454377,151,4
0.00739500716414123,152,4
0.0074911715155174755,153,4
0.007531740727501493,154,4
0.007556715672581046,155,4
0.00767298466977643,156,4
0.007791578874411093,157,4
0.0078030765025642835,158,4
0.007864166743849852,159,4
0.007928386768815533,160,4
0.007934750469790188,161,4
0.007947487137359984,162,4
0.008014757696702058,163,4
0.008015774234379163,164,4
0.008060121801704909,165,4
0.008108770223093075,166,4
0.008207323443704537,165,5
0.008213099045720361,166,5
0.008364348782076952,167,5
0.008426390053500175,168,5
0.008437824077582473,169,5
0.00849347823118557,170,5
0.008525975865505554,171,5
0.008578502989025336,172,5
0.008582329201146365,173,5
0.008586000217890454,174,5
0.008591309255260266,175,5
0.008596804003703594,174,6
0.008653722742522603,175,6
0.008666064315041204,176,6
0.008730374722101909,177,6
0.008732587889193101,178,6
0.008890442413116111,179,6
0.008989958768299137,180,6
0.009001571001327225,181,6
0.00900830932802655,182,6
0.009065342922078867,183,6
0.009095190173635005,184,6
0.009155938837472587,185,6
0.009164074216520674,186,6
0.009183366211257843,187,6
0.009207302260405108,188,6
0.009262512914936075,189,6
0.009322631009956806,190,6
0.00934512114150694,191,6
0.009358307568506833,192,6
0.00938515897984002,191,6
0.009425287055646108,192,6
0.009599708294204524,193,6
0.0096072213396147,194,6
0.00965625214647074,195,6
0.00967267634880017,196,6
0.009718343450136684,197,6
0.009853216460362534,198,6
0.009924108481934767,199,6
0.009952593761802433,200,6
0.009961783991284015,201,6
0.010026779313705056,202,6
0.010190510954747233,203,6
0.010311070763997185,204,6
0.010321225847465844,205,6
0.010354597183255472,206,6
0.010430686776757531,207,6
0.010469717510270957,208,6
0.010476561339566037,207,6
0.010477113720942972,208,6
0.010488120354655722,209,6
0.010517611169222996,210,6
0.010550082162551933,211,6
0.01059260549639141,212,6
0.010664725963368206,213,6
0.010731984413702163,214,6
0.01089130891097491,215,6
0.010892835128678996,216,6
0.010894655483554965,217,6
0.010912881684555216,218,6
0.010950120215786745,219,6
0.011037259468874065,220,6
0.011046603650376676,221,6
0.011064285836842845,222,6
0.011112190581085432,223,6
0.011121758411725356,224,6
0.011134915513227681,225,6
0.011156792221140745,226,6
0.011175038963195704,227,6
0.011192388472658028,228,6
0.011213732746443666,229,6
0.011307158646558216,230,6
0.011488491869386533,231,6
0.011526520005849096,232,6
0.011587136917396067,233,6
0.011620613939692917,234,6
0.011622952126974598,235,6
0.01167332726643486,236,6
0.011696483909148318,237,6
0.011714712043550245,238,6
0.01193633490976013,237,6
0.012074077905743231,238,6
0.012117271462892331,239,6
0.012180574491242966,240,6
0.012225184057045016,241,6
0.012292086234435604,242,6
0.012357618570672038,243,6
0.01236300479865188,244,6
0.012449251833869518,245,6
0.012481811456902274,246,6
0.012505258145016155,247,6
0.012530856819065624,248,6
0.012560986275012734,249,6
0.012566196667110098,250,6
0.012605601842730128,251,6
0.012614681556562759,252,6
0.012657737243194632,253,6
0.012736341344213014,254,6
0.012814814968882733,255,6
0.012816233095541939,256,6
0.012883811242317437,257,6
0.012906629899159697,258,6
0.012924828369912008,259,6
0.012934866935577872,260,6
0.012944487739718418,261,6
0.012953627441643495,262,6
0.013005789586227981,263,6
0.0130564199527288,264,6
0.01315278245592265,265,6
0.013182819368324139,266,6
0.013188023491954007,267,6
0.013210566979182638,268,6
0.013221657228713534,269,6
0.013224241482453972,270,6
0.013247119327569796,271,6
0.013275659959833637,272,6
0.013288711761228875,273,6
0.013333979555777099,272,7
0.013354282019895723,273,7
0.013384237512640628,274,7
0.01351594771848515,275,7
0.013603926002544292,276,7
0.013604148100608188,275,8
0.0136386475296421,276,8
0.013698354649950124,277,8
0.013710898651410652,278,8
0.013787547578847535,279,8
0.01380046832282587,280,8
0.013825228613115019,281,8
0.013861709341031333,280,8
0.013865510323521868,281,8
0.013970117699151545,282,8
0.01402723018520978,281,9
0.014035179935453418,282,9
0.014047322020804054,283,9
0.014086599941987219,284,9
0.01413046453807742,285,9
0.014145364598779618,286,9
0.01416230495448259,287,9
0.01419396166791786,288,9
0.014263451387123519,289,9
0.014350523057551356,288,10
0.014412082325458382,289,10
0.014632253541966794,290,10
0.014656284095275054,289,11
0.014702068040197382,290,11
0.014810828881729758,291,11
0.014825210933381452,292,11
0.01482686214117074,293,11
0.014854542200898272,294,11
0.014958599727895528,295,11
0.014970832371931624,296,11
0.015052465336531904,297,11
0.01508673323960886,298,11
0.015099587789846783,299,11
0.015116954788670556,300,11
0.015223122513214242,301,11
0.01524940101855819,300,12
0.015297975043301316,301,12
0.015372220272914008,302,12
0.015403048683851837,303,12
0.01546980607943401,304,12
0.015565626379653212,305,12
0.015603130843140557,306,12
0.015618947253470888,307,12
0.01572731061673791,308,12
0.01583239696941175,309,12
0.015869008202958303,308,13
0.015874448988290657,309,13
0.015889961235766553,308,14
0.016004433353841205,307,15
0.016013813381961447,308,15
0.01608357603009929,309,15
0.0160937238520603,310,15
0.016203671895602685,311,15
0.016288687602938494,312,15
0.016316984597658034,313,15
0.01632726640653927,314,15
0.016345108863977536,315,15
0.016353590789194287,316,15
0.016381167799643603,317,15
0.016421373739876087,318,15
0.016570077573175652,319,15
0.016613551057857685,320,15
0.016635660046850676,319,16
0.016660257648895865,320,16
0.016664594481791205,321,16
0.016706284776603034,322,16
0.016734384970477256,323,16
0.016849135082745652,324,16
0.016954476058657207,325,16
0.016999351340113985,326,16
0.017005019993425713,327,16
0.01706881348305625,326,17
0.017073898612647107,327,17
0.01708081901630404,328,17
0.017163927688265246,329,17
0.01716729192987096,330,17
0.017317330919909557,331,17
0.017355302241462468,332,17
0.017486571473961092,333,17
0.017542752088357132,334,17
0.01754359608628208,335,17
0.017580963533746188,336,17
0.01769881816703107,337,17
0.017725471697040723,338,17
0.01772809468212321,339,17
0.017785163008363577,340,17
0.01783517454615126,339,18
0.01786992143344861,340,18
0.017884838354374134,339,19
0.017887151661760536,340,19
0.01790436851817518,341,19
0.017983373964847966,342,19
0.017989358365373943,343,19
0.018009905375611812,344,19
0.018023381948430714,345,19
0.018128406853236165,346,19
0.018171062389918533,347,19
0.018172012365317788,348,19
0.018200338456649468,349,19
0.018222586823650473,350,19
0.018425231353409184,351,19
0.01843284979014941,352,19
0.01844166355076877,351,19
0.018487505452789623,352,19
0.018501589366792328,353,19
0.01857266114624619,354,19
0.018574878895143112,355,19
0.01858007565566874,356,19
0.01882650432064369,357,19
0.018901930298829896,358,19
0.018948133323679454,359,19
0.019005386550550684,360,19
0.019047110617404998,361,19
0.019055206515249265,362,19
0.019056140013015664,363,19
0.019068305793439707,364,19
0.0191003248399906,365,19
0.01940127888732941,366,19
0.019418503720054544,367,19
0.01941907182062961,368,19
0.01949608375786521,369,19
0.0195615207729879,370,19
0.019601445764202318,371,19
0.019632550295424038,372,19
0.01966862638680909,373,19
0.019671534271618284,374,19
0.019730960866666,375,19
