26

S0	0.58794073	2.322749555	1.69369652
S1	1.167064985	2.593128442	2.295800012
S2	4.79065184	0.30007541	3.14577616
S3	2.26063788	4.17098996	1.74185049
S4	4.45728318	4.402532592	2.270477267
S5	0.0243586364	2.584321824	4.877593478
S6	3.076264388	4.97081028	0.7071818118
S7	0.9301965087	2.00956129	4.18003025
S8	4.701984975	1.685130765	3.37013961
S9	1.364185805	3.874530375	3.68117728
S10	0.2620215712	2.164926303	4.607049523
S11	1.606108762	2.091478378	1.656775563
S12	1.035651495	2.24990311	4.04759379
S13	1.45928735	1.97074309	3.329688495
S14	3.894494681	1.158186913	0.9093980059
S15	4.690708832	1.239804453	3.175129902
S16	0.42453666	3.10384442	2.477815385
S17	0.9837295401	1.570946573	4.444320399
S18	2.760677735	3.413248775	2.705475445
S19	0.0964582559	3.988385265	0.9170323214
S20	1.224200392	2.527099622	1.209066263
S21	1.722563184	0.2647418856	0.9135002533
S22	2.81888989	3.23064191	3.460418465
S23	2.643528985	3.81739874	4.343415185
S24	4.416137585	4.970512445	2.432139475
S25	4.6682402	4.34763662	2.54297922
26

S0	0.5824105572	2.286936224	1.706759991
S1	1.194906903	2.57139878	2.279927908
S2	4.867132896	0.2036635217	3.138485534
S3	2.254145337	4.201454267	1.737381795
S4	4.45728318	4.402532592	2.270477267
S5	0.0287481651	2.70996882	4.841068277
S6	3.076264388	4.97081028	0.7071818118
S7	0.9301965087	2.00956129	4.18003025
S8	4.688310197	1.731542294	3.387845727
S9	1.364185805	3.874530375	3.68117728
S10	0.2734231306	2.146019862	4.565020883
S11	1.613239249	2.055888508	1.657134677
S12	1.035651495	2.24990311	4.04759379
S13	1.479317692	1.945355898	3.310772583
S14	3.894494681	1.158186913	0.9093980059
S15	4.672764108	1.194817972	3.175718046
S16	0.42453666	3.10384442	2.477815385
S17	0.9837295401	1.570946573	4.444320399
S18	2.77976037	3.408519532	2.685794014
S19	0.2010453489	4.008427925	0.9546193918
