TimeStep	Mean Squared Displacement
1.740000	7838.426434
1.750000	7838.118285
1.760000	7837.741914
1.770000	7838.575076
1.780000	7841.810271
1.790000	7848.449677
1.800000	7859.357922
1.810000	7875.335063
1.820000	7897.129672
1.830000	7925.438562
1.840000	7960.903885
1.850000	8004.109741
1.860000	8055.578842
1.870000	8115.769339
1.880000	8185.071838
1.890000	8263.806566
1.900000	8352.220665
1.910000	8450.485599
1.920000	8558.694674
1.930000	8676.860684
1.940000	8804.913739
1.950000	8942.699312
1.960000	9089.976583
1.970000	9246.417145
1.980000	9411.604084
1.990000	9585.031410
2.000000	9766.103498
2.010000	9954.133557
2.020000	10148.337528
2.030000	10347.807027
2.040000	10551.421582
2.050000	10757.859574
2.060000	10965.658861
2.070000	11173.322708
2.080000	11379.492767
2.090000	11582.950112
2.100000	11782.569963
2.110000	11977.271795
2.120000	12166.021561
2.130000	12347.842428
2.140000	12521.827219
2.150000	12687.150890
2.160000	12843.082350
2.170000	12988.995231
2.180000	13124.377318
2.190000	13248.838426
2.200000	13362.116555
2.210000	13464.082191
2.220000	13554.740676
2.230000	13634.232635
2.240000	13702.832462
2.250000	13760.944955
2.260000	13809.100231
2.270000	13847.947134
2.280000	13878.245444
2.290000	13900.857424
2.300000	13916.739721
2.310000	13926.938153
2.320000	13932.593118
2.330000	13934.989055
2.340000	13935.616525
2.350000	13936.111716
2.360000	13938.158194
2.370000	13943.314047
2.380000	13952.929031
2.390000	13968.158554
2.400000	13990.060435
2.410000	14019.620179
2.420000	14057.751386
2.430000	14105.291570
2.440000	14162.997146
2.450000	14231.538518
2.460000	14311.495510
2.470000	14403.353228
2.480000	14507.498327
2.490000	14624.215687
2.500000	14753.685490
2.510000	14895.980676
2.520000	15051.064835
2.530000	15218.790524
2.540000	15398.898088
2.550000	15591.015008
2.560000	15794.655819
2.570000	16009.222583
2.580000	16234.005767
2.590000	16468.185068
2.600000	16710.828758
2.610000	16960.886587
2.620000	17217.153199
2.630000	17478.182219
2.640000	17742.302814
2.650000	18007.677280
2.660000	18272.433370
2.670000	18534.863616
2.680000	18793.425905
2.690000	19046.722068
2.700000	19293.426803
2.710000	19532.281149
2.720000	19762.103289
2.730000	19981.802352
2.740000	20190.392470
2.750000	20387.006115
2.760000	20570.906206
2.770000	20741.496661
2.780000	20898.331154
2.790000	21041.119870
2.800000	21169.734152
2.810000	21284.208938
2.820000	21384.742962
2.830000	21471.696764
2.840000	21545.588573
2.850000	21607.088236
2.860000	21657.009436
2.870000	21696.300564
2.880000	21726.034910
2.890000	21747.401442
2.900000	21761.699310
2.910000	21770.345743
2.920000	21774.937611
2.930000	21777.289728
2.940000	21779.399629
2.950000	21783.328867
2.960000	21790.985100
2.970000	21804.064818
2.980000	21824.030822
2.990000	21852.199563
3.000000	21889.791488
3.010000	21937.934734
3.020000	21997.660296
3.030000	22069.895620
3.040000	22155.458208
3.050000	22255.049714
3.060000	22369.250662
3.070000	22498.515824
3.080000	22643.170277
3.090000	22803.406115
3.100000	22979.279844
3.110000	23170.710454
3.120000	23377.478205
3.130000	23599.224157
3.140000	23835.450460
3.150000	24085.521421
3.160000	24348.665267
3.170000	24623.976392
3.180000	24910.417435
3.190000	25206.819325
3.200000	25511.872640
3.210000	25824.079882
3.220000	26141.689296
3.230000	26462.701468
3.240000	26784.934671
3.250000	27106.155276
3.260000	27424.314547
3.270000	27737.553269
3.280000	28044.182290
3.290000	28342.631224
3.300000	28631.417548
3.310000	28909.155749
3.320000	29174.571987
3.330000	29426.519542
3.340000	29663.993590
3.350000	29886.144620
3.360000	30092.290115
3.370000	30281.924193
3.380000	30454.725020
3.390000	30610.559837
3.400000	30749.487514
3.410000	30871.758606
3.420000	30977.812948
3.430000	31068.274872
3.440000	31143.946240
3.450000	31205.797556
3.460000	31254.957608
3.470000	31292.702406
3.480000	31320.444919
3.490000	31339.729404
3.500000	31352.242480
3.510000	31359.880982
3.520000	31364.766486
3.530000	31369.226321
3.540000	31375.675907
3.550000	31386.367798
3.560000	31403.331088
3.570000	31428.354442
3.580000	31463.019748
3.590000	31508.783072
3.600000	31566.986852
3.610000	31638.855522
3.620000	31725.488077
3.630000	31827.850358
3.640000	31946.767863
3.650000	32082.919347
3.660000	32236.831313
3.670000	32408.873420
3.680000	32599.254816
3.690000	32808.021414
3.700000	33035.054107
3.710000	33280.067961
3.720000	33542.612382
3.730000	33822.072281
3.740000	34117.670196
3.750000	34428.469267
3.760000	34753.376743
3.770000	35091.147204
3.780000	35440.383139
3.790000	35799.523666
3.800000	36166.785185
3.810000	36540.130223
3.820000	36917.245878
3.830000	37295.639458
3.840000	37672.755258
3.850000	38046.193162
3.860000	38413.770146
3.870000	38773.501710
3.880000	39123.567357
3.890000	39462.259954
3.900000	39787.989558
3.910000	40099.298128
3.920000	40394.876085
3.930000	40673.578412
3.940000	40934.439361
3.950000	41176.685264
3.960000	41399.745110
3.970000	41603.258649
3.980000	41787.081876
3.990000	41951.289786
4.000000	42096.176363
4.010000	42222.251856
4.020000	42330.237431
4.030000	42421.057407
4.040000	42495.829372
4.050000	42555.852699
4.060000	42602.596310
4.070000	42637.687476
4.080000	42662.906051
4.090000	42680.199768
4.100000	42691.757768
4.110000	42699.992374
4.120000	42707.541337
4.130000	42717.137859
4.140000	42731.377478
4.150000	42752.595777
4.160000	42782.916358
4.170000	42824.204274
4.180000	42878.155342
4.190000	42946.328314
4.200000	43030.142954
4.210000	43130.872212
4.220000	43249.633410
4.230000	43387.379856
4.240000	43544.893352
4.250000	43722.777784
4.260000	43921.453853
4.270000	44141.154982
4.280000	44381.924417
4.290000	44643.613523
4.300000	44925.881303
4.310000	45228.195131
4.320000	45549.832691
4.330000	45889.885074
4.340000	46247.260854
4.350000	46620.690763
4.360000	47008.731945
4.370000	47409.768863
4.380000	47821.997439
4.390000	48243.363520
4.400000	48671.558242
4.410000	49103.964878
4.420000	49537.814766
4.430000	49970.250828
4.440000	50398.535532
4.450000	50820.159986
4.460000	51232.843359
4.470000	51634.499438
4.480000	52023.192969
4.490000	52397.127036
4.500000	52754.656486
4.510000	53094.305154
4.520000	53414.783136
4.530000	53715.002740
4.540000	53994.092441
4.550000	54251.408436
4.560000	54486.543518
4.570000	54699.333097
4.580000	54889.858249
4.590000	55058.445759
4.600000	55205.665184
4.610000	55332.323066
4.620000	55439.454490
4.630000	55528.312333
4.640000	55600.354757
4.650000	55657.231919
4.660000	55700.773901
4.670000	55732.985152
4.680000	55756.064456
4.690000	55772.477101
4.700000	55784.905977
4.710000	55796.286958
4.720000	55809.617219
4.730000	55827.837726
4.740000	55853.604199
4.750000	55889.356572
4.760000	55937.264011
4.770000	55999.272110
4.780000	56077.160935
4.790000	56172.549819
4.800000	56286.890215
4.810000	56421.456171
4.820000	56577.334879
4.830000	56755.418124
4.840000	56956.394956
4.850000	57180.745703
4.860000	57428.737394
4.870000	57700.420608
4.880000	57995.627776
4.890000	58313.972929
4.900000	58654.852907
4.910000	59017.449969
4.920000	59400.735759
4.930000	59803.476378
4.940000	60224.238120
4.950000	60661.392645
4.960000	61113.117944
4.970000	61577.380061
4.980000	62051.863224
4.990000	62534.000498
5.000000	63020.898494
5.010000	63509.531658
5.020000	63996.763696
5.030000	64479.554302
5.040000	64955.063883
5.050000	65420.703724
5.060000	65874.099219
5.070000	66313.079152
5.080000	66735.634228
5.090000	67139.926745
5.100000	67524.307791
5.110000	67887.335452
5.120000	68227.791947
5.130000	68544.698739
5.140000	68837.329127
5.150000	69105.217986
5.160000	69348.168426
5.170000	69566.255260
5.180000	69759.825223
5.190000	69929.493972
5.200000	70076.139987
5.210000	70200.895602
5.220000	70305.135513
5.230000	70390.463377
5.240000	70458.697573
5.250000	70511.858361
5.260000	70552.163098
5.270000	70582.048942
5.280000	70604.242617
5.290000	70621.675896
5.300000	70637.560110
5.310000	70655.146643
5.320000	70677.685657
5.330000	70708.159512
5.340000	70749.310449
5.350000	70803.632999
5.360000	70873.347264
5.370000	70960.464447
5.380000	71066.811077
5.390000	71194.024617
5.400000	71343.543885
5.410000	71516.598769
5.420000	71714.200673
5.430000	71937.134252
5.440000	72185.950658
5.450000	72460.962395
5.460000	72762.239836
5.470000	73089.609418
5.480000	73442.653527
5.490000	73820.712048
5.500000	74222.885552
5.510000	74648.039994
5.520000	75094.812684
5.530000	75561.618964
5.540000	76046.658176
5.550000	76547.914072
5.560000	77063.134580
5.570000	77589.765821
5.580000	78124.993393
5.590000	78665.684036
5.600000	79208.560577
5.610000	79750.223508
5.620000	80287.334839
5.630000	80816.732805
5.640000	81335.506872
5.650000	81840.997898
5.660000	82330.773849
5.670000	82802.603758
5.680000	83254.448860
5.690000	83684.478475
5.700000	84091.088758
5.710000	84472.920906
5.720000	84828.877446
5.730000	85158.135941
5.740000	85460.159687
5.750000	85734.705154
5.760000	85981.826015
5.770000	86201.873694
5.780000	86395.494461
5.790000	86563.623189
5.800000	86707.474008
5.810000	86828.528221
5.820000	86928.520153
5.830000	87009.422060
5.840000	87073.430646
5.850000	87122.963684
5.860000	87160.682236
5.870000	87189.554928
5.880000	87212.751915
5.890000	87233.743207
5.900000	87256.036043
5.910000	87283.137176
5.920000	87318.374464
5.930000	87364.789338
5.940000	87425.191469
5.950000	87502.102234
5.960000	87597.781238
5.970000	87714.273518
5.980000	87853.412849
5.990000	88016.813394
6.000000	88205.858997
6.010000	88421.692758
6.020000	88665.207824
6.030000	88937.039813
6.040000	89237.561011
6.050000	89566.876449
6.060000	89924.821876
6.070000	90310.963644
6.080000	90724.600490
6.090000	91164.767144
6.100000	91630.239646
6.110000	92119.542074
6.120000	92630.954049
6.130000	93162.517356
6.140000	93712.032240
6.150000	94277.042197
6.160000	94854.776950
6.170000	95442.195449
6.180000	96035.930144
6.190000	96632.481326
6.200000	97228.202497
6.210000	97819.473237
6.220000	98402.827918
6.230000	98975.026201
6.240000	99533.109376
6.250000	100074.358537
6.260000	100596.306043
6.270000	101096.700528
6.280000	101573.517945
6.290000	102024.980109
6.300000	102449.573747
6.310000	102846.067953
6.320000	103213.529065
6.330000	103551.332451
6.340000	103859.170877
6.350000	104137.059262
6.360000	104385.335738
6.370000	104604.659026
6.380000	104796.002233
6.390000	104960.643313
6.400000	105100.152569
6.410000	105216.377892
6.420000	105311.428965
6.430000	105387.663303
6.440000	105447.684412
6.450000	105494.361598
6.460000	105530.885706
6.470000	105560.657424
6.480000	105587.387686
6.490000	105614.808910
6.500000	105646.692544
6.510000	105686.679267
6.520000	105738.128304
6.530000	105804.156003
6.540000	105887.592101
6.550000	105990.978135
6.560000	106116.594796
6.570000	106266.486065
6.580000	106442.455007
6.590000	106646.053481
6.600000	106878.571101
6.610000	107141.025142
6.620000	107434.152074
6.630000	107758.401023
6.640000	108113.929266
6.650000	108500.599858
6.660000	108917.981368
6.670000	109365.349737
6.680000	109841.692160
6.690000	110345.712874
6.700000	110875.840501
6.710000	111430.236241
6.720000	112006.800934
6.730000	112603.169931
6.740000	113216.683940
6.750000	113844.386758
6.760000	114483.030463
6.770000	115129.028437
6.780000	115778.672029
6.790000	116428.075650
6.800000	117073.364517
6.810000	117710.758886
6.820000	118336.717481
6.830000	118947.945335
6.840000	119541.445374
6.850000	120114.481930
6.860000	120664.575616
6.870000	121189.495019
6.880000	121687.273055
6.890000	122156.226399
6.900000	122594.973978
6.910000	123002.453077
6.920000	123377.932330
6.930000	123721.021163
6.940000	124031.675477
6.950000	124310.199411
6.960000	124557.243214
6.970000	124773.797296
6.980000	124961.182705
6.990000	125121.038415
7.000000	125255.306138
7.010000	125366.213974
7.020000	125456.262261
7.030000	125528.222553
7.040000	125585.155357
7.050000	125630.453654
7.060000	125667.732906
7.070000	125700.922695
7.080000	125733.974712
7.090000	125770.902837
7.100000	125815.635536
7.110000	125871.863633
7.120000	125943.002740
7.130000	126032.207569
7.140000	126142.320633
7.150000	126275.887727
7.160000	126435.181321
7.170000	126622.209942
7.180000	126838.710105
7.190000	127086.135225
7.200000	127365.644802
7.210000	127678.095065
7.220000	128024.031577
7.230000	128403.684053
7.240000	128816.963456
7.250000	129263.461442
7.260000	129742.452108
7.270000	130252.895996
7.280000	130793.446164
7.290000	131362.455991
7.300000	131957.987900
7.310000	132577.820326
7.320000	133219.443228
7.330000	133880.023473
7.340000	134556.427316
7.350000	135245.217834
7.360000	135942.604441
7.370000	136644.681024
7.380000	137347.359496
7.390000	138046.518491
7.400000	138738.100929
7.410000	139418.246050
7.420000	140083.335718
7.430000	140730.050543
7.440000	141355.367413
7.450000	141956.551357
7.460000	142531.145225
7.470000	143076.975069
7.480000	143592.168765
7.490000	144075.175256
7.500000	144524.781868
7.510000	144940.128604
7.520000	145320.718846
7.530000	145666.426155
7.540000	145977.496979
7.550000	146254.549244
7.560000	146498.566910
7.570000	146710.890691
7.580000	146893.205360
7.590000	147047.524335
7.600000	147176.172954
7.610000	147281.774496
7.620000	147367.248520
7.630000	147435.828006
7.640000	147491.087782
7.650000	147536.837004
7.660000	147577.179603
7.670000	147616.316529
7.680000	147658.498250
7.690000	147707.898801
7.700000	147768.540677
7.710000	147844.162179
7.720000	147938.233097
7.730000	148053.915635
7.740000	148194.049132
7.750000	148361.162312
7.760000	148557.490366
7.770000	148784.974743
7.780000	149045.253208
7.790000	149339.648699
7.800000	149669.159159
7.810000	150034.449241
7.820000	150435.844287
7.830000	150873.326756
7.840000	151346.535176
7.850000	151854.765605
7.860000	152396.975548
7.870000	152971.790138
7.880000	153577.510211
7.890000	154212.121341
7.900000	154873.299187
7.910000	155558.409610
7.920000	156264.470348
7.930000	156988.187573
7.940000	157725.955199
7.950000	158473.803321
7.960000	159227.630945
7.970000	159983.158879
7.980000	160736.032514
7.990000	161481.930363
8.000000	162216.676639
8.010000	162936.348321
8.020000	163637.279701
8.030000	164316.145213
8.040000	164969.924744
8.050000	165595.910118
8.060000	166191.699580
8.070000	166755.211075
8.080000	167284.701457
8.090000	167778.784818
8.100000	168236.448146
8.110000	168657.063432
8.120000	169040.395796
8.130000	169386.607382
8.140000	169696.256937
8.150000	169970.295122
8.160000	170210.055760
8.170000	170417.243398
8.180000	170593.917915
8.190000	170742.477629
8.200000	170865.645982
8.210000	170966.467312
8.220000	171048.324346
8.230000	171114.951559
8.240000	171170.337268
8.250000	171218.751427
8.260000	171264.631046
8.270000	171312.437727
8.280000	171366.589434
8.290000	171431.403884
8.300000	171510.947380
8.310000	171609.011993
8.320000	171729.091200
8.330000	171874.341821
8.340000	172047.585221
8.350000	172251.310427
8.360000	172487.687629
8.370000	172758.562327
8.380000	173065.444727
8.390000	173409.499062
8.400000	173791.534425
8.410000	174211.997807
8.420000	174670.969691
8.430000	175168.162313
8.440000	175702.920631
8.450000	176274.225935
8.460000	176880.701927
8.470000	177520.622835
8.480000	178191.922427
8.490000	178892.197782
8.500000	179618.713967
8.510000	180368.366798
8.520000	181137.724188
8.530000	181923.031984
8.540000	182720.176183
8.550000	183524.861262
8.560000	184332.644333
8.570000	185138.942596
8.580000	185939.181592
8.590000	186728.900785
8.600000	187503.862885
8.610000	188260.078673
8.620000	188993.862416
8.630000	189701.887840
8.640000	190381.162226
8.650000	191029.029162
8.660000	191643.172020
8.670000	192221.630406
8.680000	192762.818958
8.690000	193265.544251
8.700000	193729.018426
8.710000	194152.868847
8.720000	194537.143427
8.730000	194882.311479
8.740000	195189.260082
8.750000	195459.286148
8.760000	195694.084537
8.770000	195895.732950
8.780000	196066.675129
8.790000	196209.708698
8.800000	196327.976316
8.810000	196424.984380
8.820000	196504.604244
8.830000	196570.980974
8.840000	196628.533957
8.850000	196681.917299
8.860000	196735.793651
8.870000	196794.841283
8.880000	196863.615751
8.890000	196946.530841
8.900000	197047.697574
8.910000	197170.939879
8.920000	197319.755778
8.930000	197497.287141
8.940000	197706.318311
8.950000	197949.277675
8.960000	198228.246083
8.970000	198544.948409
8.980000	198900.743053
8.990000	199296.612119
9.000000	199733.153511
9.010000	200210.575539
9.020000	200728.694301
9.030000	201286.933929
9.040000	201884.329659
9.050000	202519.533550
9.060000	203190.822381
9.070000	203896.106014
9.080000	204632.932774
9.090000	205398.492346
9.100000	206189.586686
9.110000	207002.671297
9.120000	207833.861922
9.130000	208678.924929
9.140000	209533.399737
9.150000	210392.654011
9.160000	211251.935702
9.170000	212106.426656
9.180000	212951.402061
9.190000	213782.283432
9.200000	214594.768043
9.210000	215384.840663
9.220000	216148.814739
9.230000	216883.381350
9.240000	217585.591169
9.250000	218252.863608
9.260000	218882.992711
9.270000	219474.164596
9.280000	220024.975196
9.290000	220534.445369
9.300000	221002.032240
9.310000	221427.636210
9.320000	221811.603361
9.330000	222154.723211
9.340000	222458.221918
9.350000	222723.751282
9.360000	222953.374227
9.370000	223149.548413
9.380000	223315.115749
9.390000	223453.286906
9.400000	223567.662337
9.410000	223662.224687
9.420000	223741.241701
9.430000	223809.279195
9.440000	223871.144152
9.450000	223931.713306
9.460000	223995.920100
9.470000	224068.587388
9.480000	224154.406310
9.490000	224257.832125
9.500000	224383.028885
9.510000	224533.843604
9.520000	224713.757142
9.530000	224925.882718
9.540000	225172.951699
9.550000	225457.313274
9.560000	225780.938493
9.570000	226145.411296
9.580000	226551.918629
9.590000	227001.241789
9.600000	227493.749996
9.610000	228029.396725
9.620000	228607.719000
9.630000	229227.839664
9.640000	229888.472459
9.650000	230587.929323
9.660000	231324.127622
9.670000	232094.599589
9.680000	232896.490258
9.690000	233726.534925
9.700000	234581.108651
9.710000	235456.221273
9.720000	236347.545342
9.730000	237250.463246
9.740000	238160.194518
9.750000	239071.804965
9.760000	239980.268157
9.770000	240880.594735
9.780000	241767.928051
9.790000	242637.626679
9.800000	243485.318909
9.810000	244306.969886
9.820000	245098.903685
9.830000	245857.847543
9.840000	246580.915373
9.850000	247265.622738
9.860000	247909.894792
9.870000	248512.083518
9.880000	249070.983988
9.890000	249585.847408
9.900000	250056.390005
9.910000	250482.797288
9.920000	250865.723504
9.930000	251206.286351
9.940000	251506.057217
9.950000	251767.047622
9.960000	251991.693580
9.970000	252182.847772
9.980000	252343.754365
9.990000	252478.072497
