1.000000	0.001699
1.026207	0.001809
1.052414	0.001859
1.078621	0.001920
1.104828	0.003212
1.131034	0.003684
1.157241	0.004802
1.183448	0.004637
1.209655	0.005605
1.235862	0.006452
1.262069	0.009537
1.288276	0.007902
1.314483	0.010384
1.340690	0.012145
1.366897	0.016284
1.393103	0.017964
1.419310	0.019828
1.445517	0.022360
1.471724	0.020971
1.497931	0.025905
1.524138	0.029273
1.550345	0.029593
1.576552	0.047624
1.602759	0.040124
1.628966	0.058607
1.655172	0.066037
1.681379	0.058584
1.707586	0.053356
1.733793	0.065966
1.760000	0.097167
1.786207	0.117866
1.812414	0.143941
1.838621	0.109245
1.864828	0.125085
1.891034	0.151029
1.917241	0.210890
1.943448	0.162035
1.969655	0.271025
1.995862	0.361113
2.022069	0.640628
2.048276	0.871393
2.074483	0.548725
2.100690	0.910194
2.126897	1.076461
2.153103	0.547352
2.179310	7.331411
2.205517	1.612148
2.231724	1.919987
2.257931	2.117752
2.284138	9.480376
2.310345	10.895605
2.336552	46.233575
2.362759	30.651512
2.388966	5.188559
2.415172	27.009451
2.441379	38.150977
2.467586	13.697762
2.493793	22.124421
2.520000	16.178594
2.546207	16.875442
2.572414	13.886402
2.598621	15.247125
2.624828	7.961772
2.651034	9.317894
2.677241	8.647950
2.703448	7.496616
2.729655	6.528743
2.755862	4.488520
2.782069	4.415585
2.808276	5.525638
2.834483	5.323363
2.860690	4.729552
2.886897	4.982804
2.913103	5.487956
2.939310	3.746643
2.965517	3.973414
2.991724	4.018955
3.017931	3.516885
3.044138	4.924503
3.070345	3.414811
3.096552	3.233873
3.122759	3.112662
3.148966	3.148346
3.175172	2.911698
3.201379	2.459419
3.227586	2.245426
3.253793	2.424867
3.280000	2.285120
