1.000000	0.999283
1.026207	0.999107
1.052414	0.999001
1.078621	0.998985
1.104828	0.998428
1.131034	0.998207
1.157241	0.997635
1.183448	0.997299
1.209655	0.997177
1.235862	0.996544
1.262069	0.995537
1.288276	0.995682
1.314483	0.994308
1.340690	0.993454
1.366897	0.992462
1.393103	0.991592
1.419310	0.990349
1.445517	0.989250
1.471724	0.988846
1.497931	0.985878
1.524138	0.984375
1.550345	0.984818
1.576552	0.980019
1.602759	0.979393
1.628966	0.976051
1.655172	0.972443
1.681379	0.972267
1.707586	0.971130
1.733793	0.969376
1.760000	0.961235
1.786207	0.955132
1.812414	0.953896
1.838621	0.951462
1.864828	0.947250
1.891034	0.945953
1.917241	0.934685
1.943448	0.932343
1.969655	0.916695
1.995862	0.917191
2.022069	0.896469
2.048276	0.887627
2.074483	0.884781
2.100690	0.852592
2.126897	0.847641
2.153103	0.859215
2.179310	0.762749
2.205517	0.799614
2.231724	0.785927
2.257931	0.731667
2.284138	0.582611
2.310345	0.589722
2.336552	0.288689
2.362759	0.228157
2.388966	0.597282
2.415172	0.162018
2.441379	0.118950
2.467586	0.352974
2.493793	0.111290
2.520000	0.196213
2.546207	0.115280
2.572414	0.013916
2.598621	0.061562
2.624828	0.075005
2.651034	0.151253
2.677241	0.014160
2.703448	0.120224
2.729655	0.082748
2.755862	0.058784
2.782069	0.083565
2.808276	0.041016
2.834483	0.042450
2.860690	0.024330
2.886897	0.038963
2.913103	0.024506
2.939310	0.035744
2.965517	0.006607
2.991724	0.007896
3.017931	0.012848
3.044138	0.022446
3.070345	0.012085
3.096552	0.018837
3.122759	0.001122
3.148966	0.013336
3.175172	0.006714
3.201379	0.019424
3.227586	0.005898
3.253793	0.044212
3.280000	0.022240
