
   Step          Temp          PotEng         KinEng         TotEng         Press     
       900   1.9198969     -0.81572105     2.8222484      2.0065274      0.057866067  
       910   1.8832282     -0.79876424     2.7683455      1.9695813      0.056851957  
       920   1.8628918     -0.8021335      2.738451       1.9363175      0.053304237  
       930   1.8598617     -0.82735807     2.7339967      1.9066386      0.048017847  
       940   1.8485463     -0.83657167     2.717363       1.8807914      0.052771562  
       950   1.8328381     -0.8354023      2.694272       1.8588697      0.064956127  
       960   1.8000467     -0.80447855     2.6460687      1.8415901      0.082856628  
       970   1.8588347     -0.9036612      2.732487       1.8288258      0.066909053  
       980   1.8469714     -0.8948914      2.7150479      1.8201565      0.073071847  
       990   1.8580195     -0.91623581     2.7312886      1.8150528      0.069629914  
      1000   1.8522281     -0.90865009     2.7227754      1.8141253      0.068264226  
      1010   1.8472173     -0.89821729     2.7154095      1.8171922      0.066729724  
      1020   1.8639783     -0.91583505     2.7400482      1.8242131      0.060682364  
      1030   1.839841      -0.86921333     2.7045663      1.835353       0.075099643  
      1040   1.8398395     -0.85407356     2.704564       1.8504905      0.082738768  
      1050   1.8368679     -0.82873715     2.7001958      1.8714587      0.08583131   
      1060   1.8586306     -0.83433014     2.732187       1.8978569      0.0773948    
      1070   1.917908      -0.89071457     2.8193248      1.9286102      0.057066104  
      1080   1.9134074     -0.84915252     2.8127088      1.9635563      0.066421183  
      1090   1.9357571     -0.8439202      2.845563       2.0016428      0.074063729  
      1100   1.9392242     -0.80825976     2.8506596      2.0423998      0.08831989   
      1110   1.9632783     -0.80060628     2.886019       2.0854128      0.094361355  
      1120   2.0045159     -0.81570273     2.9466384      2.1309357      0.091912546  
      1130   2.0415191     -0.822933       3.0010331      2.1781001      0.091739164  
      1140   2.0625033     -0.8070774      3.0318799      2.2248025      0.10374105   
      1150   2.0592625     -0.75667403     3.0271159      2.2704419      0.12432328   
      1160   2.1127213     -0.7916915      3.1057003      2.3140088      0.11484042   
      1170   2.1278287     -0.77176129     3.1279082      2.3561469      0.11026861   
      1180   2.1155735     -0.7150658      3.109893       2.3948272      0.10601288   
      1190   2.1733215     -0.76433567     3.1947827      2.430447       0.075142746  
      1200   2.1489493     -0.69731936     3.1589554      2.461636       0.0776315    
      1210   2.1355035     -0.65119473     3.1391901      2.4879953      0.082895641  
      1220   2.1227268     -0.60976456     3.1204085      2.5106439      0.088804207  
      1230   2.1354354     -0.60927598     3.13909        2.529814       0.084290646  
      1240   2.1659354     -0.6385185      3.1839251      2.5454066      0.073360049  
      1250   2.1770843     -0.64426466     3.200314       2.5560493      0.074628334  
      1260   2.0588501     -0.4641132      3.0265096      2.5623965      0.11767036   
      1270   2.1430281     -0.58466035     3.1502513      2.565591       0.088778472  
      1280   2.1346436     -0.5735063      3.1379261      2.5644198      0.088221594  
      1290   2.1401501     -0.58700922     3.1460206      2.5590114      0.083051092  
      1300   2.1209613     -0.56926737     3.1178131      2.5485457      0.088987176  
      1310   2.0899347     -0.53827667     3.072204       2.5339274      0.099575765  
      1320   2.0740104     -0.53293911     3.0487953      2.5158562      0.10192655   
      1330   2.0826149     -0.56794233     3.0614439      2.4935015      0.094544873  
      1340   2.0492696     -0.54456021     3.0124262      2.467866       0.098244576  
      1350   2.0317849     -0.54858462     2.9867238      2.4381391      0.095928221  
      1360   1.9916187     -0.51968201     2.9276796      2.4079975      0.094021614  
      1370   1.9907473     -0.5492037      2.9263985      2.3771948      0.077795139  
      1380   1.9463308     -0.51685596     2.8611063      2.3442504      0.08528826   
      1390   1.9298519     -0.52617543     2.8368823      2.3107069      0.086546807  
      1400   1.8692359     -0.47014044     2.7477768      2.2776364      0.10180006   
      1410   1.8771719     -0.51385459     2.7594427      2.2455881      0.089259221  
      1420   1.8382189     -0.48690273     2.7021818      2.2152791      0.084389855  
      1430   1.8166115     -0.48266064     2.6704188      2.1877582      0.071161084  
      1440   1.7957413     -0.47660524     2.6397397      2.1631345      0.060068284  
      1450   1.7659788     -0.45350701     2.5959888      2.1424818      0.058700719  
      1460   1.7472411     -0.4420798      2.5684445      2.1263647      0.06025653   
      1470   1.7354105     -0.43534616     2.5510534      2.1157073      0.064408848  
      1480   1.7543399     -0.46781264     2.5788797      2.111067       0.062471386  
      1490   1.7738425     -0.49508489     2.6075485      2.1124636      0.067428271  
      1500   1.7553985     -0.45990268     2.5804358      2.1205331      0.090384937  
      1510   1.7333425     -0.41189377     2.5480135      2.1361197      0.11091482   
      1520   1.8030408     -0.49009414     2.65047        2.1603758      0.093361917  
      1530   1.7944677     -0.44301306     2.6378675      2.1948545      0.099928731  
      1540   1.7870346     -0.38734435     2.6269409      2.2395965      0.10248905   
      1550   1.8904612     -0.48232987     2.7789779      2.296648       0.065908711  
      1560   1.9126522     -0.44605454     2.8115987      2.3655441      0.065711152  
      1570   1.942826      -0.41233305     2.8559543      2.4436212      0.07442908   
      1580   1.9952431     -0.40263404     2.9330074      2.5303733      0.083036345  
      1590   2.0312353     -0.36366709     2.985916       2.6222489      0.097053231  
      1600   2.1364731     -0.42284315     3.1406154      2.7177722      0.086045856  
      1610   2.1909963     -0.40953885     3.2207645      2.8112257      0.092514747  
      1620   2.247782      -0.40685206     3.3042396      2.8973875      0.097888026  
      1630   2.3096621     -0.42181948     3.3952032      2.9733838      0.099401699  
      1640   2.3536        -0.42312957     3.4597921      3.0366625      0.10375015   
      1650   2.3976758     -0.43952468     3.5245835      3.0850588      0.10414727   
      1660   2.4169333     -0.43551999     3.5528919      3.1173719      0.11014677   
      1670   2.4027451     -0.39835164     3.5320353      3.1336837      0.11988249   
      1680   2.4139126     -0.4113151      3.5484515      3.1371364      0.11723812   
      1690   2.4207588     -0.43380314     3.5585155      3.1247123      0.11720288   
      1700   2.3786194     -0.39841136     3.4965705      3.0981591      0.13061404   
      1710   2.4081769     -0.48191794     3.5400201      3.0581021      0.111263     
      1720   2.3580003     -0.46005984     3.4662604      3.0062006      0.11215317   
      1730   2.3528436     -0.51615869     3.4586801      2.9425214      0.09810954   
      1740   2.2848481     -0.4886812      3.3587266      2.8700454      0.10607143   
      1750   2.228825      -0.48491619     3.2763727      2.7914565      0.11035681   
      1760   2.1593006     -0.46121501     3.1741719      2.7129569      0.11450737   
      1770   2.0932143     -0.44080351     3.077025       2.6362215      0.1126358    
      1780   2.0649191     -0.47171453     3.035431       2.5637165      0.098394637  
      1790   2.0111652     -0.45875596     2.9564128      2.4976569      0.094870925  
      1800   1.9558303     -0.43355178     2.8750705      2.4415187      0.091205333  
      1810   1.9476438     -0.46842444     2.8630364      2.394612       0.072219211  
      1820   1.9015054     -0.43897829     2.795213       2.3562347      0.072827418  
      1830   1.8851523     -0.44433329     2.7711739      2.3268406      0.069681823  
      1840   1.8917037     -0.4757084      2.7808045      2.3050961      0.064226561  
      1850   1.9056006     -0.51209599     2.8012328      2.2891368      0.0654217    
      1860   1.8817287     -0.48816432     2.7661412      2.2779769      0.089377727  
      1870   1.7982559     -0.37075222     2.6434362      2.272684       0.12992943   
      1880   1.8925142     -0.51054728     2.7819958      2.2714486      0.095620019  
      1890   1.9061388     -0.52813582     2.8020241      2.2738883      0.083206216  
      1900   1.9151062     -0.53647824     2.8152062      2.2787279      0.077988224  
      1910   1.9017361     -0.50996694     2.7955521      2.2855852      0.083311591  
      1920   1.9040203     -0.50462465     2.7989098      2.2942852      0.084432215  
      1930   1.8765552     -0.45358338     2.7585362      2.3049528      0.095467907  
      1940   1.9204603     -0.50565653     2.8230767      2.3174201      0.080114219  
      1950   1.9190929     -0.48873214     2.8210665      2.3323344      0.079598711  
      1960   1.8979977     -0.44201817     2.7900566      2.3480384      0.088923199  
      1970   1.867776      -0.37959582     2.7456308      2.3660349      0.099540701  
      1980   1.9150748     -0.42787845     2.8151599      2.3872815      0.080819824  
      1990   1.9335228     -0.43125251     2.8422785      2.411026       0.074634553  
      2000   1.9134312     -0.37630462     2.8127439      2.4364393      0.087320642  
      2010   1.9363786     -0.38293818     2.8464766      2.4635384      0.087050924  
      2020   1.9376776     -0.3555727      2.8483861      2.4928134      0.092065668  
      2030   1.9477749     -0.3392948      2.8632291      2.5239343      0.09002366   
      2040   1.9844363     -0.36028811     2.9171213      2.5568332      0.077263359  
      2050   1.9964244     -0.34309316     2.9347439      2.5916508      0.076982622  
      2060   2.0226196     -0.34578694     2.9732508      2.6274638      0.077947706  
      2070   2.0621815     -0.36725455     3.0314069      2.6641523      0.081273179  
      2080   2.0246287     -0.27541898     2.9762042      2.7007852      0.11466503   
      2090   2.1070943     -0.36044774     3.0974286      2.7369809      0.10857121   
      2100   2.0847546     -0.29045861     3.0645893      2.7741307      0.1258812    
      2110   2.1607834     -0.36602027     3.1763515      2.8103313      0.098432727  
      2120   2.182681      -0.36287162     3.2085411      2.8456695      0.085191488  
      2130   2.1830134     -0.3303789      3.2090297      2.8786508      0.084077379  
      2140   2.191544      -0.3121871      3.2215697      2.9093826      0.085152389  
      2150   2.2122501     -0.31371539     3.2520077      2.9382923      0.086366721  
      2160   2.2306995     -0.31397155     3.2791283      2.9651567      0.091790529  
      2170   2.2578195     -0.32972977     3.3189946      2.9892649      0.095207104  
      2180   2.289274      -0.35542878     3.3652328      3.009804       0.097483007  
      2190   2.2805914     -0.32741358     3.3524694      3.0250558      0.11397177   
      2200   2.2446487     -0.26598773     3.2996336      3.0336459      0.1340352    
      2210   2.3145025     -0.36770669     3.4023187      3.034612       0.10786591   
      2220   2.2819384     -0.32862968     3.3544494      3.0258197      0.11064917   
      2230   2.290922      -0.36445691     3.3676554      3.0031985      0.1000723    
      2240   2.2383026     -0.32374158     3.2903048      2.9665632      0.10664859   
      2250   2.2230464     -0.35210768     3.2678782      2.9157705      0.095145633  
      2260   2.1860508     -0.36240903     3.2134947      2.8510856      0.086806161  
      2270   2.1155752     -0.33449105     3.1098955      2.7754045      0.089246944  
      2280   2.0450593     -0.31288871     3.0062372      2.6933485      0.089704796  
      2290   1.995357      -0.32450595     2.9331747      2.6086688      0.082420327  
      2300   1.945612      -0.33552052     2.8600497      2.5245292      0.078102025  
      2310   1.8764453     -0.31342928     2.7583746      2.4449453      0.085639934  
      2320   1.8206196     -0.30294666     2.6763108      2.3733641      0.090613706  
      2330   1.7966333     -0.3316639      2.641051       2.3093871      0.084981482  
      2340   1.7687896     -0.34528879     2.6001206      2.2548319      0.080200535  
      2350   1.7517284     -0.36648645     2.5750408      2.2085543      0.073222351  
      2360   1.6940519     -0.31904365     2.4902563      2.1712126      0.082614753  
      2370   1.6746437     -0.31891908     2.4617262      2.1428071      0.0777032    
      2380   1.6719046     -0.33421903     2.4576997      2.1234807      0.066446163  
      2390   1.6662389     -0.33722016     2.4493712      2.112151       0.060762438  
      2400   1.6637901     -0.33661255     2.4457715      2.1091589      0.060790488  
      2410   1.6722064     -0.34378285     2.4581433      2.1143605      0.063541107  
      2420   1.6842461     -0.3480072      2.4758418      2.1278346      0.071876334  
      2430   1.65883       -0.28904981     2.4384801      2.1494303      0.096219502  
      2440   1.6267599     -0.21084509     2.3913371      2.180492       0.11828793   
      2450   1.7354442     -0.33017259     2.551103       2.2209304      0.085192527  
      2460   1.7772177     -0.33977835     2.61251        2.2727316      0.073954096  
      2470   1.8142116     -0.3345808      2.6668911      2.3323103      0.075552787  
      2480   1.783717      -0.22351407     2.622064       2.3985499      0.10392548   
      2490   1.8904935     -0.30840161     2.7790255      2.4706239      0.081766301  
      2500   1.9294423     -0.28749909     2.8362802      2.5487811      0.081516601  
      2510   1.9978106     -0.30886222     2.9367816      2.6279194      0.077530708  
      2520   2.0365999     -0.28824255     2.9938019      2.7055594      0.09003553   
      2530   2.0950869     -0.30211799     3.0797778      2.7776598      0.09640189   
      2540   2.1369732     -0.29615735     3.1413506      2.8451933      0.10267653   
      2550   2.2011871     -0.33202279     3.235745       2.9037222      0.09684869   
      2560   2.2117623     -0.29984691     3.2512905      2.9514436      0.10151635   
      2570   2.2519507     -0.32175386     3.3103675      2.9886136      0.091937917  
      2580   2.2654648     -0.31516772     3.3302332      3.0150655      0.093422191  
      2590   2.2421953     -0.26514276     3.2960271      3.0308843      0.10948041   
      2600   2.2803924     -0.314944       3.3521769      3.0372329      0.10378806   
      2610   2.2397014     -0.25719024     3.2923611      3.0351709      0.12047203   
      2620   2.3042704     -0.36325781     3.3872775      3.0240197      0.099121547  
      2630   2.3145217     -0.39828058     3.4023469      3.0040663      0.095405053  
      2640   2.2996916     -0.40566551     3.3805467      2.9748811      0.104232     
      2650   2.2773208     -0.41023432     3.3476615      2.9374272      0.11527137   
      2660   2.2349473     -0.39216987     3.2853725      2.8932026      0.1285328    
      2670   2.2026713     -0.39185324     3.2379268      2.8460735      0.12938948   
      2680   2.1164345     -0.31426375     3.1111587      2.7968949      0.13533923   
      2690   2.138314      -0.39715276     3.1433216      2.7461688      0.094451915  
      2700   2.0902908     -0.37744208     3.0727275      2.6952854      0.077648908  
      2710   2.0205094     -0.32387044     2.9701489      2.6462784      0.078676515  
      2720   1.9396743     -0.24857417     2.8513212      2.6027471      0.088649052  
      2730   1.9346879     -0.27965526     2.8439912      2.5643359      0.074680387  
      2740   1.9062392     -0.27049511     2.8021717      2.5316766      0.071885264  
      2750   1.8840771     -0.26479276     2.7695934      2.5048006      0.072244149  
      2760   1.8677698     -0.2616678      2.7456216      2.4839538      0.074737823  
      2770   1.8605646     -0.26623129     2.73503        2.4687987      0.077038936  
      2780   1.8703641     -0.2907773      2.7494353      2.458658       0.077211932  
      2790   1.854         -0.2721532      2.7253799      2.4532267      0.090953642  
      2800   1.8193944     -0.2235094      2.6745098      2.4510004      0.11126372   
      2810   1.8706615     -0.2952484      2.7498724      2.454624       0.097636866  
      2820   1.8606633     -0.27253454     2.735175       2.4626405      0.097082635  
      2830   1.8925314     -0.3074356      2.7820211      2.4745855      0.080773794  
      2840   1.8859145     -0.28522355     2.7722943      2.4870707      0.081933952  
      2850   1.9056074     -0.30018908     2.8012429      2.5010538      0.07710108   
      2860   1.9226021     -0.31019304     2.8262251      2.5160321      0.077213036  
      2870   1.9183061     -0.28848089     2.81991        2.5314291      0.087696315  
      2880   1.9682757     -0.3465014      2.8933652      2.5468638      0.081645304  
      2890   1.9892085     -0.36221113     2.9241365      2.5619254      0.086018434  
      2900   2.0313011     -0.41057196     2.9860126      2.5754407      0.08530254   
      2910   1.9666213     -0.30399919     2.8909333      2.5869341      0.12056032   
      2920   2.0125652     -0.36133147     2.9584709      2.5971394      0.11260045   
      2930   2.0160578     -0.356691       2.9636049      2.6069139      0.11008858   
      2940   2.0421097     -0.38698541     3.0019012      2.6149158      0.099933364  
      2950   1.9795621     -0.28897604     2.9099562      2.6209802      0.11920975   
      2960   1.9626133     -0.25810881     2.8850415      2.6269327      0.114982     
      2970   2.0244168     -0.34252858     2.9758927      2.6333641      0.08061625   
      2980   2.0096644     -0.31563062     2.9542067      2.638576       0.082309861  
      2990   1.9695027     -0.25189889     2.8951689      2.64327        0.10050517   
      3000   1.9789749     -0.26092955     2.9090931      2.6481635      0.099616617  
      3010   2.0166603     -0.31107095     2.9644906      2.6534196      0.084423172  
      3020   2.0084577     -0.29432961     2.9524328      2.6581032      0.085375093  
      3030   2.0070565     -0.28822855     2.9503731      2.6621445      0.084136763  
      3040   2.0047642     -0.28119718     2.9470034      2.6658062      0.083113655  
      3050   2.004972      -0.27797847     2.9473088      2.6693304      0.082271316  
      3060   2.0083918     -0.27987622     2.952336       2.6724597      0.082018005  
      3070   2.0111374     -0.28119        2.956372       2.675182       0.083737674  
      3080   2.0196067     -0.29105753     2.9688219      2.6777644      0.084807389  
      3090   2.0267008     -0.29963243     2.9792502      2.6796178      0.087423533  
      3100   2.0452477     -0.32603326     3.0065141      2.6804808      0.088553497  
      3110   2.0246555     -0.29564159     2.9762436      2.6806021      0.10164277   
      3120   2.044192      -0.32561383     3.0049622      2.6793484      0.099296679  
      3130   2.0275676     -0.30345342     2.9805244      2.6770709      0.10542976   
      3140   2.0690052     -0.36762859     3.0414376      2.673809       0.088893333  
      3150   2.0608984     -0.36153        3.0295207      2.6679907      0.089433448  
      3160   2.0590676     -0.36728516     3.0268293      2.6595442      0.089800047  
      3170   2.0532074     -0.37053173     3.0182149      2.6476832      0.09345683   
      3180   2.0551169     -0.38880518     3.0210218      2.6322166      0.092629934  
      3190   2.0587707     -0.4149108      3.026393       2.6114822      0.088360967  
      3200   2.0052848     -0.36435293     2.9477686      2.5834157      0.10138125   
      3210   2.0117221     -0.41070746     2.9572315      2.5465241      0.089633014  
      3220   1.9751962     -0.40461972     2.9035385      2.4989188      0.089183471  
      3230   1.9249759     -0.39001269     2.8297146      2.4397019      0.09477792   
      3240   1.8622111     -0.36647539     2.7374503      2.3709749      0.1009245    
      3250   1.830506      -0.39670806     2.6908438      2.2941357      0.089830881  
      3260   1.805257      -0.44084511     2.6537278      2.2128827      0.077915113  
      3270   1.7345676     -0.41767024     2.5498144      2.1321441      0.083350539  
      3280   1.708087      -0.45521971     2.5108879      2.0556682      0.076029171  
      3290   1.639651      -0.42299169     2.410287       1.9872953      0.085652089  
      3300   1.5972391     -0.41759131     2.3479415      1.9303502      0.087690567  
      3310   1.5468442     -0.3901936      2.273861       1.8836674      0.093017667  
      3320   1.5951824     -0.49675325     2.3449181      1.8481648      0.066210887  
      3330   1.5514891     -0.45808753     2.280689       1.8226014      0.075105521  
      3340   1.5506189     -0.47186799     2.2794098      1.8075418      0.073996402  
      3350   1.4649622     -0.35029905     2.1534945      1.8031954      0.098440206  
      3360   1.5500048     -0.46902001     2.278507       1.809487       0.063630146  
      3370   1.5825783     -0.49837945     2.3263901      1.8280107      0.047776433  
      3380   1.5802272     -0.46628078     2.322934       1.8566532      0.05656194   
      3390   1.556296      -0.39199844     2.2877552      1.8957567      0.077910539  
      3400   1.6102674     -0.4210182      2.3670931      1.9460749      0.068346916  
      3410   1.6728032     -0.44960657     2.4590206      2.0094141      0.056588073  
      3420   1.6439817     -0.33531607     2.4166531      2.081337       0.086542629  
      3430   1.7136107     -0.36073665     2.5190078      2.1582711      0.081220838  
      3440   1.7837933     -0.37453337     2.6221762      2.2476428      0.072335176  
      3450   1.8511127     -0.38414989     2.7211357      2.3369858      0.070481606  
      3460   1.9088471     -0.38187399     2.8060053      2.4241313      0.075832758  
      3470   1.9846537     -0.41229803     2.9174409      2.5051429      0.077029435  
      3480   2.0203859     -0.39176453     2.9699673      2.5782027      0.095178198  
      3490   2.0057582     -0.30852136     2.9484645      2.6399432      0.1231008    
      3500   2.0731967     -0.35432922     3.0475992      2.69327        0.10845864   
      3510   2.112718      -0.36624437     3.1056954      2.739451       0.097698254  
      3520   2.1152658     -0.33281325     3.1094407      2.7766274      0.10002234   
      3530   2.1320983     -0.32808813     3.1341845      2.8060964      0.095209716  
      3540   2.1603175     -0.34666164     3.1756667      2.8290051      0.085015393  
      3550   2.1636626     -0.3352186      3.1805841      2.8453654      0.0855062    
      3560   2.1379819     -0.28695074     3.1428334      2.8558826      0.095101688  
      3570   2.1793669     -0.34234158     3.2036693      2.8613278      0.080693391  
      3580   2.1564419     -0.30893928     3.1699696      2.8610303      0.088804844  
      3590   2.1451449     -0.29748123     3.1533631      2.8558818      0.091497007  
      3600   2.1592299     -0.32795648     3.174068       2.8461115      0.08421935   
      3610   2.1201069     -0.28474228     3.1165571      2.8318148      0.094181696  
      3620   2.1189154     -0.30140338     3.1148056      2.8134022      0.087954559  
      3630   2.0936357     -0.2860208      3.0776445      2.7916237      0.08597501   
      3640   2.0759123     -0.28483031     3.0515911      2.7667608      0.0816357    
      3650   2.0580716     -0.28615816     3.0253652      2.739207       0.079800021  
      3660   2.0397299     -0.28929951     2.998403       2.7091035      0.082682387  
      3670   2.0182389     -0.29012902     2.9668112      2.6766822      0.091610983  
      3680   1.9624439     -0.24139862     2.8847925      2.6433938      0.11133115   
      3690   1.9440045     -0.24778124     2.8576867      2.6099054      0.10972604   
      3700   1.9571793     -0.30134568     2.8770535      2.5757078      0.089215477  
      3710   1.937505      -0.30756632     2.8481324      2.540566       0.078703459  
      3720   1.902446      -0.29142843     2.7965956      2.5051672      0.077039719  
      3730   1.886125      -0.30248532     2.7726038      2.4701184      0.073041678  
      3740   1.8663685     -0.30826552     2.7435617      2.4352962      0.074443851  
      3750   1.8291858     -0.28774376     2.6889031      2.4011593      0.084432146  
      3760   1.8179483     -0.30370843     2.672384       2.3686756      0.083948228  
      3770   1.8071281     -0.31983838     2.6564783      2.3366399      0.082571047  
      3780   1.7870442     -0.31971634     2.6269549      2.3072386      0.083574473  
      3790   1.7302848     -0.26338582     2.5435186      2.2801328      0.093966812  
      3800   1.7340868     -0.2938911      2.5491076      2.2552165      0.083109306  
      3810   1.7196986     -0.29450893     2.5279569      2.233448       0.078485626  
      3820   1.6894413     -0.26716812     2.4834786      2.2163105      0.081208069  
      3830   1.7042193     -0.3014698      2.5052024      2.2037326      0.071195694  
      3840   1.6850336     -0.27989577     2.4769994      2.1971036      0.076910697  
      3850   1.7021894     -0.30460184     2.5022184      2.1976165      0.074714382  
      3860   1.7086825     -0.30532035     2.5117632      2.2064429      0.080845818  
      3870   1.7166122     -0.29888896     2.5234199      2.2245309      0.0930852    
      3880   1.6815909     -0.21821664     2.4719386      2.253722       0.11370675   
      3890   1.7680588     -0.30328143     2.5990465      2.295765       0.084786756  
      3900   1.824607      -0.33035419     2.6821723      2.3518181      0.071016581  
      3910   1.847804      -0.29617925     2.7162719      2.4200927      0.080891882  
      3920   1.8838117     -0.27067335     2.7692032      2.4985299      0.093243414  
      3930   1.9131659     -0.22646403     2.8123539      2.5858899      0.11124552   
      3940   2.0083339     -0.274657       2.9522508      2.6775938      0.1024716    
      3950   2.0995087     -0.31087482     3.0862778      2.775403       0.092703934  
      3960   2.1446931     -0.28385066     3.1526989      2.8688483      0.1029963    
      3970   2.2030885     -0.28410272     3.2385401      2.9544374      0.10681873   
      3980   2.273567      -0.31139056     3.3421436      3.030753       0.10313357   
      3990   2.2684399     -0.23995328     3.3346067      3.0946534      0.12022329   
      4000   2.3479077     -0.30599429     3.4514243      3.14543        0.10296256   
      4010   2.3814646     -0.31758718     3.5007529      3.1831657      0.097702843  
      4020   2.3936197     -0.31238801     3.5186209      3.2062329      0.099705836  
      4030   2.4057048     -0.32163308     3.5363861      3.214753       0.10036893   
      4040   2.3845425     -0.29617782     3.5052775      3.2090997      0.10918495   
      4050   2.3788549     -0.3067446      3.4969167      3.1901721      0.10690886   
      4060   2.3674908     -0.32178212     3.4802115      3.1584294      0.10107329   
      4070   2.3501298     -0.34056555     3.4546908      3.1141252      0.096842926  
      4080   2.3056309     -0.33104933     3.3892774      3.058228       0.10375244   
      4090   2.255133      -0.32194702     3.3150455      2.9930985      0.11220191   
      4100   2.1931574     -0.30341524     3.2239414      2.9205262      0.11947202   
      4110   2.1730557     -0.34889395     3.1943918      2.8454979      0.10349734   
      4120   2.1563572     -0.4034573      3.169845       2.7663877      0.083384469  
      4130   2.1066795     -0.41084601     3.0968189      2.6859729      0.083326988  
      4140   2.0349675     -0.38249562     2.9914023      2.6089066      0.094550827  
      4150   1.9821651     -0.37635924     2.9137827      2.5374234      0.096390518  
      4160   1.9346284     -0.37047244     2.8439037      2.4734313      0.093257157  
      4170   1.8893057     -0.35911089     2.7772794      2.4181685      0.090164798  
      4180   1.8318197     -0.31956424     2.692775       2.3732108      0.091535693  
      4190   1.8449488     -0.37523269     2.7120748      2.3368421      0.072089494  
      4200   1.7860719     -0.31610842     2.6255257      2.3094173      0.08108326   
      4210   1.7934158     -0.34661012     2.6363212      2.2897111      0.071765476  
