# Time-averaged data for fix rdf
# TimeStep Number-of-rows
# Row c_myRDF[1] c_myRDF[2] c_myRDF[3]
1000 100
1 0.0106 0 0
2 0.0318 0 0
3 0.053 0 0
4 0.0742 0 0
5 0.0954 0 0
6 0.1166 0 0
7 0.1378 0 0
8 0.159 0 0
9 0.1802 0 0
10 0.2014 0 0
11 0.2226 0 0
12 0.2438 0 0
13 0.265 0 0
14 0.2862 0 0
15 0.3074 0 0
16 0.3286 0 0
17 0.3498 0 0
18 0.371 0 0
19 0.3922 0 0
20 0.4134 0 0
21 0.4346 0 0
22 0.4558 0 0
23 0.477 0 0
24 0.4982 0 0
25 0.5194 0 0
26 0.5406 0 0
27 0.5618 0 0
28 0.583 0 0
29 0.6042 0 0
30 0.6254 0 0
31 0.6466 0 0
32 0.6678 0 0
33 0.689 0 0
34 0.7102 0 0
35 0.7314 0 0
36 0.7526 0 0
37 0.7738 0 0
38 0.795 0 0
39 0.8162 0 0
40 0.8374 0 0
41 0.8586 0 0
42 0.8798 0 0
43 0.901 0 0
44 0.9222 0.044357 0.002
45 0.9434 0.233122 0.013
46 0.9646 0.912224 0.058
47 0.9858 1.6886 0.145
48 1.007 2.79009 0.295
49 1.0282 3.4434 0.488
50 1.0494 4.17921 0.732
51 1.0706 5.36476 1.058
52 1.0918 4.95274 1.371
53 1.113 4.76587 1.684
54 1.1342 5.16121 2.036
55 1.1554 4.4649 2.352
56 1.1766 4.67332 2.695
57 1.1978 4.29902 3.022
58 1.219 3.5288 3.3
59 1.2402 3.53183 3.588
60 1.2614 3.35484 3.871
61 1.2826 2.9926 4.132
62 1.3038 2.90717 4.394
63 1.325 2.53555 4.63
64 1.3462 2.71652 4.891
65 1.3674 2.41101 5.13
66 1.3886 2.26948 5.362
67 1.4098 2.01193 5.574
68 1.431 1.94355 5.785
69 1.4522 1.923 6
70 1.4734 2.08528 6.24
71 1.4946 2.0181 6.479
72 1.5158 1.71576 6.688
73 1.537 2.0041 6.939
74 1.5582 1.84895 7.177
75 1.5794 1.73159 7.406
76 1.6006 1.66394 7.632
77 1.6218 1.64941 7.862
78 1.643 1.74687 8.112
79 1.6642 1.59368 8.346
80 1.6854 1.49407 8.571
81 1.7066 1.58671 8.816
82 1.7278 1.69334 9.084
83 1.749 1.63404 9.349
84 1.7702 1.50484 9.599
85 1.7914 1.51058 9.856
86 1.8126 1.69361 10.151
87 1.8338 1.70516 10.455
88 1.855 1.64997 10.756
89 1.8762 1.77364 11.087
90 1.8974 1.72899 11.417
91 1.9186 1.69612 11.748
92 1.9398 2.03521 12.154
93 1.961 1.7511 12.511
94 1.9822 1.85306 12.897
95 2.0034 2.03963 13.331
96 2.0246 1.8867 13.741
97 2.0458 2.00103 14.185
98 2.067 2.03083 14.645
99 2.0882 1.96818 15.1
100 2.1094 1.96273 15.563
1500 100
1 0.0106 0 0
2 0.0318 0 0
3 0.053 0 0
4 0.0742 0 0
