# Time-averaged data for fix rdf
# TimeStep Number-of-rows
# Row c_myRDF[1] c_myRDF[2] c_myRDF[3]
500 100
1 0.0116 0 0
2 0.0348 0 0
3 0.058 0 0
4 0.0812 0 0
5 0.1044 0 0
6 0.1276 0 0
7 0.1508 0 0
8 0.174 0 0
9 0.1972 0 0
10 0.2204 0 0
11 0.2436 0 0
12 0.2668 0 0
13 0.29 0 0
14 0.3132 0 0
15 0.3364 0 0
16 0.3596 0 0
17 0.3828 0 0
18 0.406 0 0
19 0.4292 0 0
20 0.4524 0 0
21 0.4756 0 0
22 0.4988 0 0
23 0.522 0 0
24 0.5452 0 0
25 0.5684 0 0
26 0.5916 0 0
27 0.6148 0 0
28 0.638 0 0
29 0.6612 0 0
30 0.6844 0 0
31 0.7076 0 0
32 0.7308 0 0
33 0.754 0 0
34 0.7772 0 0
35 0.8004 0 0
36 0.8236 0 0
37 0.8468 0 0
38 0.87 0 0
39 0.8932 0 0
40 0.9164 0 0
41 0.9396 0.0583119 0.000375
42 0.9628 0.166607 0.0015
43 0.986 0.423624 0.0045
44 1.0092 0.808744 0.0105
45 1.0324 1.54561 0.0225
46 1.0556 1.58622 0.035375
47 1.0788 1.60721 0.049
48 1.102 2.14787 0.068
49 1.1252 1.92467 0.08575
50 1.1484 1.88673 0.103875
51 1.1716 1.91277 0.123
52 1.1948 1.65889 0.14025
53 1.218 1.5616 0.157125
54 1.2412 1.52605 0.17425
55 1.2644 1.50276 0.19175
56 1.2876 1.36629 0.20825
57 1.3108 1.08864 0.221875
58 1.334 1.2054 0.2375
59 1.3572 1.30429 0.255
60 1.3804 1.05368 0.269625
61 1.4036 0.9059 0.282625
62 1.4268 1.07056 0.2985
63 1.45 0.84069 0.311375
64 1.4732 0.980467 0.326875
65 1.4964 0.896655 0.3415
66 1.5196 1.02555 0.35875
67 1.5428 0.958888 0.375375
68 1.566 1.01466 0.3935
69 1.5892 0.985251 0.411625
70 1.6124 0.884495 0.428375
71 1.6356 0.795433 0.443875
72 1.6588 0.823232 0.460375
73 1.682 0.849206 0.477875
74 1.7052 1.02102 0.4995
75 1.7284 1.01102 0.5215
76 1.7516 1.01798 0.54425
77 1.7748 0.926163 0.5655
78 1.798 1.0829 0.591
79 1.8212 1.07618 0.617
80 1.8444 1.08459 0.643875
81 1.8676 1.13161 0.672625
82 1.8908 1.03681 0.699625
83 1.914 1.04462 0.7275
84 1.9372 1.0792 0.757
85 1.9604 0.910918 0.7825
86 1.9836 0.985687 0.81075
87 2.0068 0.984334 0.839625
88 2.03 1.04109 0.870875
89 2.0532 1.02176 0.90225
90 2.0764 1.03488 0.93475
91 2.0996 1.04328 0.96825
92 2.1228 1.05868 1.003
93 2.146 1.0471 1.03813
94 2.1692 0.970112 1.07138
95 2.1924 0.938979 1.10425
96 2.2156 0.982343 1.13938
97 2.2388 0.992904 1.17562
98 2.262 0.999473 1.21287
99 2.2852 0.893841 1.24687
100 2.3084 0.959697 1.28412
1000 100
1 0.0116 0 0
2 0.0348 0 0
3 0.058 0 0
4 0.0812 0 0
5 0.1044 0 0
6 0.1276 0 0
7 0.1508 0 0
8 0.174 0 0
9 0.1972 0 0
10 0.2204 0 0
11 0.2436 0 0
12 0.2668 0 0
13 0.29 0 0
14 0.3132 0 0
15 0.3364 0 0
16 0.3596 0 0
17 0.3828 0 0
18 0.406 0 0
19 0.4292 0 0
20 0.4524 0 0
21 0.4756 0 0
22 0.4988 0 0
23 0.522 0 0
24 0.5452 0 0
25 0.5684 0 0
26 0.5916 0 0
27 0.6148 0 0
28 0.638 0 0
29 0.6612 0 0
30 0.6844 0 0
31 0.7076 0 0
32 0.7308 0 0
33 0.754 0 0
34 0.7772 0 0
35 0.8004 0 0
36 0.8236 0 0
37 0.8468 0 0
38 0.87 0 0
39 0.8932 0 0
40 0.9164 0 0
41 0.9396 0.0777491 0.0005
42 0.9628 0.166607 0.001625
43 0.986 0.335369 0.004
44 1.0092 1.26366 0.013375
45 1.0324 1.25581 0.023125
46 1.0556 1.69403 0.036875
47 1.0788 1.78415 0.052
48 1.102 1.9783 0.0695
49 1.1252 2.006 0.088
50 1.1484 1.78264 0.105125
51 1.1716 1.72524 0.122375
52 1.1948 1.67092 0.13975
53 1.218 1.79295 0.159125
54 1.2412 1.68199 0.178
55 1.2644 1.6101 0.19675
56 1.2876 1.37664 0.213375
57 1.3108 1.43821 0.231375
58 1.334 1.23433 0.247375
59 1.3572 1.27634 0.2645
60 1.3804 1.07169 0.279375
61 1.4036 1.13238 0.295625
62 1.4268 1.09585 0.311875
63 1.45 1.06923 0.32825
64 1.4732 1.10698 0.34575
65 1.4964 1.3105 0.367125
66 1.5196 0.958664 0.38325
67 1.5428 1.01657 0.400875
68 1.566 0.979671 0.418375
69 1.5892 1.0532 0.43775
70 1.6124 0.970304 0.456125
71 1.6356 0.885241 0.473375
72 1.6588 0.966674 0.49275
73 1.682 0.940192 0.512125
74 1.7052 1.05643 0.5345
75 1.7284 0.919112 0.5545
76 1.7516 1.07951 0.578625
77 1.7748 1.13864 0.60475
78 1.798 1.12537 0.63125
79 1.8212 1.13827 0.65875
80 1.8444 1.16531 0.687625
81 1.8676 1.14637 0.71675
82 1.8908 1.05121 0.744125
83 1.914 1.16642 0.77525
84 1.9372 1.17066 0.80725
85 1.9604 1.04041 0.836375
86 1.9836 1.20376 0.870875
87 2.0068 1.1633 0.905
88 2.03 1.00777 0.93525
89 2.0532 0.976985 0.96525
90 2.0764 1.0309 0.997625
91 2.0996 0.969316 1.02875
92 2.1228 0.933012 1.05937
93 2.146 1.062 1.095
94 2.1692 1.18164 1.1355
95 2.1924 1.02467 1.17138
96 2.2156 1.07324 1.20975
97 2.2388 0.992904 1.246
98 2.262 1.00618 1.2835
99 2.2852 1.0943 1.32513
100 2.3084 0.927492 1.36113
1500 100
1 0.0116 0 0
2 0.0348 0 0
3 0.058 0 0
4 0.0812 0 0
5 0.1044 0 0
6 0.1276 0 0
7 0.1508 0 0
8 0.174 0 0
9 0.1972 0 0
10 0.2204 0 0
11 0.2436 0 0
12 0.2668 0 0
13 0.29 0 0
14 0.3132 0 0
15 0.3364 0 0
16 0.3596 0 0
17 0.3828 0 0
18 0.406 0 0
19 0.4292 0 0
20 0.4524 0 0
21 0.4756 0 0
22 0.4988 0 0
23 0.522 0 0
24 0.5452 0 0
25 0.5684 0 0
26 0.5916 0 0
27 0.6148 0 0
28 0.638 0 0
29 0.6612 0 0
30 0.6844 0 0
31 0.7076 0 0
32 0.7308 0 0
33 0.754 0 0
34 0.7772 0 0
35 0.8004 0 0
36 0.8236 0 0
37 0.8468 0 0
38 0.87 0 0
39 0.8932 0 0
40 0.9164 0 0
41 0.9396 0.0971864 0.000625
42 0.9628 0.277678 0.0025
43 0.986 0.476578 0.005875
44 1.0092 1.02778 0.0135
45 1.0324 1.43291 0.024625
46 1.0556 1.70943 0.0385
47 1.0788 2.38869 0.05875
48 1.102 2.13374 0.077625
49 1.1252 2.23642 0.09825
50 1.1484 2.57637 0.123
51 1.1716 2.25031 0.1455
52 1.1948 2.19984 0.168375
53 1.218 1.78138 0.187625
54 1.2412 1.83794 0.20825
55 1.2644 1.77111 0.228875
56 1.2876 1.55261 0.247625
57 1.3108 1.47816 0.266125
58 1.334 1.41755 0.2845
59 1.3572 1.38813 0.303125
60 1.3804 1.27883 0.320875
61 1.4036 1.33272 0.34
62 1.4268 1.31502 0.3595
63 1.45 1.03658 0.375375
64 1.4732 1.18605 0.394125
65 1.4964 1.05759 0.411375
66 1.5196 0.995821 0.428125
67 1.5428 0.92284 0.444125
68 1.566 0.993666 0.461875
69 1.5892 1.00564 0.480375
70 1.6124 1.01651 0.499625
71 1.6356 1.16108 0.52225
72 1.6588 0.972911 0.54175
73 1.682 0.964455 0.561625
74 1.7052 0.985605 0.5825
75 1.7284 0.930601 0.60275
76 1.7516 1.04595 0.626125
77 1.7748 1.09505 0.65125
78 1.798 1.07228 0.6765
79 1.8212 1.07101 0.702375
80 1.8444 1.18044 0.731625
81 1.8676 0.974172 0.756375
82 1.8908 1.09441 0.784875
83 1.914 1.06336 0.81325
84 1.9372 1.15237 0.84475
85 1.9604 1.14758 0.876875
86 1.9836 1.16014 0.910125
87 2.0068 1.02269 0.940125
88 2.03 1.10355 0.97325
89 2.0532 0.976985 1.00325
90 2.0764 1.03488 1.03575
91 2.0996 1.0861 1.07063
92 2.1228 0.997752 1.10338
93 2.146 0.965117 1.13575
94 2.1692 0.999289 1.17
95 2.1924 1.08893 1.20813
96 2.2156 0.975352 1.243
97 2.2388 0.986056 1.279
98 2.262 1.00953 1.31662
99 2.2852 0.936562 1.35225
100 2.3084 1.10784 1.39525
2000 100
1 0.0116 0 0
2 0.0348 0 0
3 0.058 0 0
4 0.0812 0 0
5 0.1044 0 0
6 0.1276 0 0
7 0.1508 0 0
8 0.174 0 0
9 0.1972 0 0
10 0.2204 0 0
11 0.2436 0 0
12 0.2668 0 0
13 0.29 0 0
14 0.3132 0 0
15 0.3364 0 0
16 0.3596 0 0
17 0.3828 0 0
18 0.406 0 0
19 0.4292 0 0
20 0.4524 0 0
21 0.4756 0 0
22 0.4988 0 0
23 0.522 0 0
24 0.5452 0 0
25 0.5684 0 0
26 0.5916 0 0
27 0.6148 0 0
28 0.638 0 0
29 0.6612 0 0
30 0.6844 0 0
31 0.7076 0 0
32 0.7308 0 0
33 0.754 0 0
34 0.7772 0 0
35 0.8004 0 0
36 0.8236 0 0
37 0.8468 0 0
38 0.87 0 0
39 0.8932 0 0
40 0.9164 0 0
41 0.9396 0.0194373 0.000125
42 0.9628 0.29619 0.002125
43 0.986 0.653088 0.00675
44 1.0092 0.825593 0.012875
45 1.0324 1.11091 0.0215
46 1.0556 2.03283 0.038
47 1.0788 2.30022 0.0575
48 1.102 2.30331 0.077875
49 1.1252 2.08732 0.097125
50 1.1484 1.99083 0.11625
51 1.1716 2.05029 0.13675
52 1.1948 2.10367 0.158625
53 1.218 2.24408 0.182875
54 1.2412 1.87136 0.203875
55 1.2644 1.68524 0.2235
56 1.2876 1.63541 0.24325
57 1.3108 1.56805 0.262875
58 1.334 1.37898 0.28075
59 1.3572 1.37882 0.29925
60 1.3804 1.2338 0.316375
61 1.4036 1.26303 0.3345
62 1.4268 1.23915 0.352875
63 1.45 1.30593 0.372875
64 1.4732 1.04372 0.389375
65 1.4964 1.25685 0.409875
66 1.5196 1.11473 0.428625
67 1.5428 0.987727 0.44575
68 1.566 0.993666 0.4635
69 1.5892 0.978456 0.4815
70 1.6124 0.851491 0.497625
71 1.6356 0.975048 0.516625
72 1.6588 1.16625 0.54
73 1.682 0.940192 0.559375
74 1.7052 1.10364 0.58275
75 1.7284 1.10293 0.60675
76 1.7516 1.02357 0.629625
77 1.7748 1.04602 0.653625
78 1.798 0.98735 0.676875
79 1.8212 1.07618 0.702875
80 1.8444 0.953432 0.7265
81 1.8676 0.959412 0.750875
82 1.8908 1.09921 0.7795
83 1.914 1.10084 0.808875
84 1.9372 1.0792 0.838375
85 1.9604 0.995759 0.86625
86 1.9836 0.928988 0.892875
87 2.0068 1.05677 0.923875
88 2.03 1.04942 0.955375
89 2.0532 1.00955 0.986375
