# Time-averaged data for fix rdf
# TimeStep Number-of-rows
# Row c_myRDF[1] c_myRDF[2] c_myRDF[3]
1000 100
1 0.0176 0 0
2 0.0528 0 0
3 0.088 0 0
4 0.1232 0 0
5 0.1584 0 0
6 0.1936 0 0
7 0.2288 0 0
8 0.264 0 0
9 0.2992 0 0
10 0.3344 0 0
11 0.3696 0 0
12 0.4048 0 0
13 0.44 0 0
14 0.4752 0 0
15 0.5104 0 0
16 0.5456 0 0
17 0.5808 0 0
18 0.616 0 0
19 0.6512 0 0
20 0.6864 0 0
21 0.7216 0 0
22 0.7568 0 0
23 0.792 0 0
24 0.8272 0 0
25 0.8624 0 0
26 0.8976 0.0422955 0.003
27 0.9328 0.156656 0.015
28 0.968 1.17589 0.112
29 1.0032 2.91202 0.37
30 1.0384 4.58261 0.805
31 1.0736 5.381 1.351
32 1.1088 5.51602 1.948
33 1.144 5.43353 2.574
34 1.1792 4.68103 3.147
35 1.2144 3.98227 3.664
36 1.2496 3.47738 4.142
37 1.2848 3.31698 4.624
38 1.32 2.81647 5.056
39 1.3552 2.54836 5.468
40 1.3904 2.26819 5.854
41 1.4256 2.0849 6.227
42 1.4608 1.8845 6.581
43 1.496 1.81209 6.938
44 1.5312 1.64737 7.278
45 1.5664 1.66676 7.638
46 1.6016 1.69173 8.02
47 1.6368 1.45863 8.364
48 1.672 1.58479 8.754
49 1.7072 1.67212 9.183
50 1.7424 1.6277 9.618
51 1.7776 1.77239 10.111
52 1.8128 1.85633 10.648
53 1.848 1.84616 11.203
54 1.8832 1.89311 11.794
55 1.9184 1.97244 12.433
56 1.9536 2.06274 13.126
57 1.9888 2.18855 13.888
58 2.024 2.14914 14.663
59 2.0592 2.1781 15.476
60 2.0944 2.15989 16.31
61 2.1296 2.11413 17.154
62 2.1648 2.06048 18.004
63 2.2 1.89415 18.811
64 2.2352 1.92136 19.656
65 2.2704 1.87988 20.509
66 2.3056 1.76308 21.334
67 2.3408 1.85144 22.227
68 2.376 1.80705 23.125
69 2.4112 1.70192 23.996
70 2.4464 1.56408 24.82
71 2.4816 1.62886 25.703
72 2.5168 1.61769 26.605
73 2.552 1.56989 27.505
74 2.5872 1.5071 28.393
75 2.6224 1.46526 29.28
76 2.6576 1.47013 30.194
77 2.6928 1.42411 31.103
78 2.728 1.54788 32.117
79 2.7632 1.45216 33.093
80 2.7984 1.54061 34.155
81 2.8336 1.50682 35.22
82 2.8688 1.38587 36.224
83 2.904 1.49392 37.333
84 2.9392 1.48728 38.464
85 2.9744 1.50622 39.637
86 3.0096 1.48123 40.818
87 3.0448 1.54276 42.077
88 3.08 1.34962 43.204
89 3.1152 1.41529 44.413
90 3.1504 1.40673 45.642
91 3.1856 1.30305 46.806
92 3.2208 1.37109 48.058
93 3.256 1.31696 49.287
94 3.2912 1.27741 50.505
95 3.3264 1.22998 51.703
96 3.3616 1.26769 52.964
97 3.3968 1.26026 54.244
98 3.432 1.23647 55.526
99 3.4672 1.1822 56.777
100 3.5024 1.25765 58.135
1500 100
1 0.0176 0 0
2 0.0528 0 0
3 0.088 0 0
4 0.1232 0 0
5 0.1584 0 0
6 0.1936 0 0
7 0.2288 0 0
8 0.264 0 0
9 0.2992 0 0
10 0.3344 0 0
11 0.3696 0 0
12 0.4048 0 0
13 0.44 0 0
14 0.4752 0 0
15 0.5104 0 0
16 0.5456 0 0
17 0.5808 0 0
18 0.616 0 0
19 0.6512 0 0
20 0.6864 0 0
21 0.7216 0 0
22 0.7568 0 0
23 0.792 0 0
24 0.8272 0 0
25 0.8624 0 0
26 0.8976 0.0140985 0.001
27 0.9328 0.0652733 0.006
28 0.968 0.981931 0.087
29 1.0032 2.59599 0.317
30 1.0384 3.31844 0.632
31 1.0736 4.53344 1.092
32 1.1088 4.68446 1.599
33 1.144 4.34856 2.1
34 1.1792 3.88044 2.575
35 1.2144 3.97457 3.091
36 1.2496 3.20093 3.531
37 1.2848 2.52559 3.898
38 1.32 2.39921 4.266
39 1.3552 2.55454 4.679
40 1.3904 2.08015 5.033
41 1.4256 2.06813 5.403
42 1.4608 1.84723 5.75
43 1.496 1.83747 6.112
44 1.5312 1.64737 6.452
45 1.5664 1.57879 6.793
46 1.6016 1.60316 7.155
47 1.6368 1.60704 7.534
48 1.672 1.56853 7.92
49 1.7072 1.63704 8.34
50 1.7424 1.56408 8.758
51 1.7776 1.59263 9.201
52 1.8128 1.51756 9.64
53 1.848 1.65323 10.137
54 1.8832 1.65928 10.655
55 1.9184 1.77489 11.23
56 1.9536 1.75616 11.82
57 1.9888 1.78358 12.441
58 2.024 1.93838 13.14
59 2.0592 2.04682 13.904
60 2.0944 1.88537 14.632
61 2.1296 1.8937 15.388
62 2.1648 2.09926 16.254
63 2.2 1.78383 17.014
64 2.2352 1.76902 17.792
65 2.2704 1.80054 18.609
66 2.3056 1.68401 19.397
67 2.3408 1.83485 20.282
68 2.376 1.72052 21.137
69 2.4112 1.67065 21.992
70 2.4464 1.63431 22.853
71 2.4816 1.60488 23.723
72 2.5168 1.5352 24.579
73 2.552 1.55593 25.471
74 2.5872 1.5037 26.357
75 2.6224 1.46526 27.244
76 2.6576 1.4653 28.155
77 2.6928 1.41314 29.057
78 2.728 1.41813 29.986
79 2.7632 1.38074 30.914
80 2.7984 1.39264 31.874
81 2.8336 1.37241 32.844
82 2.8688 1.40243 33.86
83 2.904 1.38346 34.887
84 2.9392 1.46493 36.001
85 2.9744 1.42789 37.113
86 3.0096 1.3533 38.192
87 3.0448 1.40797 39.341
88 3.08 1.36998 40.485
89 3.1152 1.35558 41.643
90 3.1504 1.41131 42.876
91 3.1856 1.39149 44.119
92 3.2208 1.32729 45.331
93 3.256 1.26338 46.51
94 3.2912 1.28475 47.735
95 3.3264 1.31622 49.017
96 3.3616 1.23653 50.247
97 3.3968 1.26518 51.532
98 3.432 1.23165 52.809
99 3.4672 1.18598 54.064
100 3.5024 1.2206 55.382
2000 100
1 0.0176 0 0
2 0.0528 0 0
3 0.088 0 0
4 0.1232 0 0
5 0.1584 0 0
6 0.1936 0 0
7 0.2288 0 0
8 0.264 0 0
9 0.2992 0 0
10 0.3344 0 0
11 0.3696 0 0
12 0.4048 0 0
13 0.44 0 0
14 0.4752 0 0
15 0.5104 0 0
16 0.5456 0 0
17 0.5808 0 0
18 0.616 0 0
19 0.6512 0 0
20 0.6864 0 0
21 0.7216 0 0
22 0.7568 0 0
23 0.792 0 0
24 0.8272 0 0
25 0.8624 0 0
26 0.8976 0 0
27 0.9328 0.143601 0.011
28 0.968 0.800092 0.077
29 1.0032 2.5847 0.306
30 1.0384 3.39218 0.628
31 1.0736 4.09981 1.044
32 1.1088 4.40727 1.521
33 1.144 4.15761 2
34 1.1792 3.61902 2.443
35 1.2144 3.30444 2.872
36 1.2496 3.34643 3.332
37 1.2848 2.80085 3.739
38 1.32 2.3275 4.096
39 1.3552 2.24528 4.459
40 1.3904 2.00964 4.801
41 1.4256 1.84455 5.131
42 1.4608 1.67688 5.446
43 1.496 1.75625 5.792
44 1.5312 1.79757 6.163
45 1.5664 1.5649 6.501
46 1.6016 1.59873 6.862
47 1.6368 1.53495 7.224
48 1.672 1.31253 7.547
49 1.7072 1.43436 7.915
50 1.7424 1.60524 8.344
51 1.7776 1.53871 8.772
52 1.8128 1.61781 9.24
53 1.848 1.63327 9.731
54 1.8832 1.5888 10.227
55 1.9184 1.72859 10.787
56 1.9536 1.73234 11.369
57 1.9888 1.78645 11.991
58 2.024 1.88569 12.671
59 2.0592 1.83517 13.356
60 2.0944 1.81803 14.058
61 2.1296 1.77847 14.768
62 2.1648 1.89806 15.551
63 2.2 1.89884 16.36
64 2.2352 1.91909 17.204
65 2.2704 1.61321 17.936
66 2.3056 1.74812 18.754
67 2.3408 1.6524 19.551
68 2.376 1.5535 20.323
69 2.4112 1.51043 21.096
70 2.4464 1.55079 21.913
71 2.4816 1.63624 22.8
72 2.5168 1.52085 23.648
73 2.552 1.51756 24.518
74 2.5872 1.3815 25.332
75 2.6224 1.51812 26.251
76 2.6576 1.3897 27.115
77 2.6928 1.35674 27.981
78 2.728 1.40134 28.899
79 2.7632 1.41496 29.85
80 2.7984 1.4086 30.821
81 2.8336 1.3809 31.797
82 2.8688 1.35826 32.781
83 2.904 1.29455 33.742
84 2.9392 1.32948 34.753
85 2.9744 1.38552 35.832
86 3.0096 1.31567 36.881
87 3.0448 1.39081 38.016
88 3.08 1.36998 39.16
89 3.1152 1.3708 40.331
90 3.1504 1.30486 41.471
91 3.1856 1.34559 42.673
92 3.2208 1.27253 43.835
93 3.256 1.30303 45.051
94 3.2912 1.26797 46.26
95 3.3264 1.33676 47.562
96 3.3616 1.24758 48.803
97 3.3968 1.15983 49.981
98 3.432 1.22876 51.255
99 3.4672 1.24362 52.571
100 3.5024 1.18078 53.846
2500 100
1 0.0176 0 0
2 0.0528 0 0
3 0.088 0 0
4 0.1232 0 0
5 0.1584 0 0
6 0.1936 0 0
7 0.2288 0 0
8 0.264 0 0
9 0.2992 0 0
10 0.3344 0 0
