# Time-averaged data for fix rdf
# TimeStep Number-of-rows
# Row c_myRDF[1] c_myRDF[2] c_myRDF[3]
1000 100
38 0.945 0.106143 0.000875
39 0.9702 0.369238 0.003625
40 0.9954 0.845062 0.01025
41 1.0206 1.6077 0.0235
42 1.0458 2.22451 0.04275
43 1.071 2.43784 0.064875
44 1.0962 2.62943 0.089875
45 1.1214 2.66335 0.116375
46 1.1466 2.59563 0.143375
47 1.1718 2.64628 0.172125
48 1.197 2.42577 0.199625
49 1.2222 1.98833 0.223125
50 1.2474 2.07126 0.248625
51 1.2726 2.15588 0.27625
52 1.2978 2.04484 0.3035
53 1.323 1.61567 0.325875
54 1.3482 1.52107 0.34775
55 1.3734 1.68353 0.372875
56 1.3986 1.46188 0.3955
57 1.4238 1.54307 0.42025
58 1.449 1.23403 0.44075
59 1.4742 1.17767 0.461
60 1.4994 1.38437 0.485625
61 1.5246 1.14188 0.506625
62 1.5498 1.13793 0.52825
63 1.575 1.22919 0.552375
64 1.6002 1.01802 0.573
65 1.6254 1.1362 0.59675
66 1.6506 1.11337 0.62075
67 1.6758 1.20391 0.6475
68 1.701 1.22856 0.675625
69 1.7262 1.16644 0.703125
70 1.7514 1.12282 0.730375
71 1.7766 1.16127 0.759375
72 1.8018 1.04142 0.786125
73 1.827 1.07915 0.814625
74 1.8522 1.10064 0.8445
75 1.8774 1.09371 0.875
76 1.9026 1.13039 0.907375
77 1.9278 1.13079 0.940625
78 1.953 1.12251 0.9745
79 1.9782 1.12235 1.00925
80 2.0034 1.18877 1.047
81 2.0286 1.217 1.08663
82 2.0538 1.11241 1.12375
83 2.079 1.09292 1.16113
84 2.1042 1.11329 1.20013
85 2.1294 1.08012 1.23888
86 2.1546 1.16731 1.28175
87 2.1798 1.01745 1.32
88 2.205 1.07882 1.3615
89 2.2302 1.0641 1.40338
90 2.2554 1.11189 1.44812
91 2.2806 1.02063 1.49013
92 2.3058 1.04302 1.534
93 2.331 0.979879 1.57612
94 2.3562 1.13832 1.62613
95 2.3814 1.04749 1.67312
96 2.4066 0.990207 1.7185
97 2.4318 0.999179 1.76525
98 2.457 0.984022 1.81225
99 2.4822 0.946194 1.85837
100 2.5074 1.00517 1.90837
3000 100
1 0.0126 0 0
2 0.0378 0 0
3 0.063 0 0
4 0.0882 0 0
5 0.1134 0 0
6 0.1386 0 0
7 0.1638 0 0
8 0.189 0 0
9 0.2142 0 0
10 0.2394 0 0
11 0.2646 0 0
12 0.2898 0 0
13 0.315 0 0
14 0.3402 0 0
15 0.3654 0 0
16 0.3906 0 0
17 0.4158 0 0
18 0.441 0 0
19 0.4662 0 0
20 0.4914 0 0
21 0.5166 0 0
22 0.5418 0 0
23 0.567 0 0
24 0.5922 0 0
25 0.6174 0 0
26 0.6426 0 0
27 0.6678 0 0
28 0.693 0 0
29 0.7182 0 0
30 0.7434 0 0
31 0.7686 0 0
32 0.7938 0 0
33 0.819 0 0
34 0.8442 0 0
35 0.8694 0 0
36 0.8946 0 0
37 0.9198 0 0
38 0.945 0.0530717 0.000375
39 0.9702 0.369238 0.003125
40 0.9954 0.892896 0.010125
41 1.0206 1.44086 0.022
42 1.0458 1.90672 0.0385
43 1.071 2.32766 0.059625
44 1.0962 2.5637 0.084
45 1.1214 2.52515 0.109125
46 1.1466 2.51152 0.13525
47 1.1718 2.2896 0.160125
48 1.197 2.62424 0.189875
49 1.2222 2.48542 0.21925
50 1.2474 2.08142 0.244875
51 1.2726 2.03882 0.271
52 1.2978 1.90414 0.296375
53 1.323 1.63372 0.319
54 1.3482 1.64275 0.342625
55 1.3734 1.72541 0.368375
56 1.3986 1.41342 0.39025
57 1.4238 1.53528 0.414875
58 1.449 1.42215 0.4385
59 1.4742 1.22855 0.459625
60 1.4994 1.46167 0.485625
61 1.5246 1.39336 0.51125
62 1.5498 1.22344 0.5345
63 1.575 1.21008 0.55825
64 1.6002 1.21546 0.582875
65 1.6254 1.14816 0.606875
66 1.6506 0.991597 0.62825
67 1.6758 1.09139 0.6525
68 1.701 1.13574 0.6785
69 1.7262 1.20886 0.707
70 1.7514 1.30309 0.738625
71 1.7766 1.17628 0.768
72 1.8018 1.08035 0.79575
73 1.827 1.19748 0.827375
74 1.8522 1.24801 0.86125
75 1.8774 1.13853 0.893
76 1.9026 1.1915 0.927125
77 1.9278 1.10529 0.959625
78 1.953 1.11422 0.99325
79 1.9782 1.1062 1.0275
80 2.0034 1.21632 1.06612
81 2.0286 1.09415 1.10175
82 2.0538 1.11616 1.139
83 2.079 1.12582 1.1775
84 2.1042 1.17751 1.21875
85 2.1294 1.20207 1.26188
86 2.1546 1.09925 1.30225
87 2.1798 0.977553 1.339
88 2.205 1.02033 1.37825
89 2.2302 1.07681 1.42063
90 2.2554 1.04667 1.46275
91 2.2806 1.06923 1.50675
92 2.3058 1.02221 1.54975
93 2.331 1.08165 1.59625
94 2.3562 1.03302 1.64162
95 2.3814 1.04192 1.68837
96 2.4066 1.08841 1.73825
97 2.4318 1.02589 1.78625
98 2.457 1.00758 1.83438
99 2.4822 0.956451 1.881
100 2.5074 0.997633 1.93063
3500 100
1 0.0126 0 0
2 0.0378 0 0
3 0.063 0 0
4 0.0882 0 0
5 0.1134 0 0
6 0.1386 0 0
7 0.1638 0 0
8 0.189 0 0
9 0.2142 0 0
10 0.2394 0 0
11 0.2646 0 0
12 0.2898 0 0
13 0.315 0 0
14 0.3402 0 0
15 0.3654 0 0
16 0.3906 0 0
17 0.4158 0 0
18 0.441 0 0
19 0.4662 0 0
20 0.4914 0 0
21 0.5166 0 0
22 0.5418 0 0
23 0.567 0 0
24 0.5922 0 0
25 0.6174 0 0
26 0.6426 0 0
27 0.6678 0 0
28 0.693 0 0
29 0.7182 0 0
30 0.7434 0 0
31 0.7686 0 0
32 0.7938 0 0
33 0.819 0 0
34 0.8442 0 0
35 0.8694 0 0
36 0.8946 0 0
37 0.9198 0 0
38 0.945 0.106143 0.00075
39 0.9702 0.52029 0.004625
40 0.9954 0.861006 0.011375
41 1.0206 1.38019 0.02275
42 1.0458 1.71894 0.037625
43 1.071 2.75462 0.062625
44 1.0962 2.45852 0.086
45 1.1214 2.58797 0.11175
46 1.1466 2.25916 0.13525
47 1.1718 2.50821 0.1625
48 1.197 2.07293 0.186
49 1.2222 2.11525 0.211
50 1.2474 2.01034 0.23575
51 1.2726 1.76568 0.258375
52 1.2978 2.1574 0.287125
53 1.323 1.66982 0.31025
54 1.3482 1.79051 0.336
55 1.3734 1.67515 0.361
56 1.3986 1.50226 0.38425
57 1.4238 1.32486 0.4055
58 1.449 1.28671 0.426875
59 1.4742 1.15586 0.44675
60 1.4994 1.25085 0.469
61 1.5246 1.33219 0.4935
62 1.5498 1.09847 0.514375
63 1.575 1.3502 0.540875
64 1.6002 1.1661 0.5645
65 1.6254 0.950822 0.584375
66 1.6506 1.13077 0.60875
67 1.6758 1.09702 0.633125
68 1.701 1.1685 0.659875
69 1.7262 1.18235 0.68775
70 1.7514 1.14857 0.715625
71 1.7766 1.03613 0.7415
72 1.8018 1.11441 0.770125
73 1.827 1.10755 0.799375
74 1.8522 1.14209 0.830375
75 1.8774 1.21473 0.86425
76 1.9026 1.18713 0.89825
77 1.9278 1.30084 0.9365
78 1.953 1.09766 0.969625
79 1.9782 1.14254 1.005
80 2.0034 1.13366 1.041
81 2.0286 1.22084 1.08075
82 2.0538 1.15736 1.11937
83 2.079 1.19161 1.16013
84 2.1042 1.06333 1.19738
85 2.1294 1.1289 1.23787
86 2.1546 1.08223 1.27763
87 2.1798 1.1039 1.31913
88 2.205 1.10806 1.36175
89 2.2302 1.10222 1.40513
90 2.2554 1.15537 1.45163
91 2.2806 1.0024 1.49288
92 2.3058 1.15891 1.54163
93 2.331 1.11072 1.58937
94 2.3562 1.0131 1.63388
95 2.3814 1.06978 1.68188
96 2.4066 1.08295 1.7315
97 2.4318 1.09803 1.78288
98 2.457 1.01281 1.83125
99 2.4822 1.13851 1.88675
100 2.5074 0.975016 1.93525
4000 100
1 0.0126 0 0
2 0.0378 0 0
3 0.063 0 0
4 0.0882 0 0
5 0.1134 0 0
6 0.1386 0 0
7 0.1638 0 0
8 0.189 0 0
9 0.2142 0 0
10 0.2394 0 0
11 0.2646 0 0
12 0.2898 0 0
13 0.315 0 0
14 0.3402 0 0
15 0.3654 0 0
16 0.3906 0 0
17 0.4158 0 0
18 0.441 0 0
19 0.4662 0 0
20 0.4914 0 0
21 0.5166 0 0
22 0.5418 0 0
23 0.567 0 0
24 0.5922 0 0
25 0.6174 0 0
26 0.6426 0 0
27 0.6678 0 0
28 0.693 0 0
29 0.7182 0 0
30 0.7434 0 0
31 0.7686 0 0
32 0.7938 0 0
33 0.819 0 0
34 0.8442 0 0
35 0.8694 0 0
36 0.8946 0 0
37 0.9198 0.0186731 0.000125
38 0.945 0.0884528 0.00075
39 0.9702 0.386022 0.003625
40 0.9954 0.797228 0.009875
41 1.0206 1.25886 0.02025
42 1.0458 2.06561 0.038125
43 1.071 1.8456 0.054875
44 1.0962 2.26131 0.076375
45 1.1214 2.31158 0.099375
46 1.1466 2.47547 0.125125
47 1.1718 1.95594 0.146375
48 1.197 2.16114 0.170875
49 1.2222 2.05179 0.195125
50 1.2474 1.85804 0.218
51 1.2726 1.84372 0.241625
52 1.2978 1.6884 0.264125
53 1.323 1.66982 0.28725
54 1.3482 1.43415 0.307875
55 1.3734 1.55789 0.331125
56 1.3986 1.32457 0.351625
57 1.4238 1.41838 0.374375
58 1.449 1.3469 0.39675
59 1.4742 1.20675 0.4175
60 1.4994 1.32815 0.441125
61 1.5246 1.0875 0.461125
62 1.5498 1.00638 0.48025
63 1.575 0.99354 0.49975
64 1.6002 1.14759 0.523
65 1.6254 0.998662 0.543875
66 1.6506 1.06698 0.566875
67 1.6758 1.02951 0.58975
68 1.701 1.06475 0.614125
69 1.7262 1.13993 0.641
70 1.7514 1.13827 0.668625
71 1.7766 1.18129 0.698125
72 1.8018 1.16308 0.728
73 1.827 1.15015 0.758375
74 1.8522 1.07301 0.7875
75 1.8774 1.07129 0.817375
76 1.9026 1.10421 0.849
77 1.9278 1.04152 0.879625
78 1.953 1.08109 0.91225
79 1.9782 1.24751 0.950875
80 2.0034 1.22026 0.989625
81 2.0286 1.13254 1.0265
82 2.0538 1.07496 1.06237
83 2.079 1.13678 1.10125
84 2.1042 1.09544 1.13963
85 2.1294 1.13587 1.18037
86 2.1546 1.07542 1.21987
87 2.1798 1.09393 1.261
88 2.205 1.02033 1.30025
89 2.2302 1.07999 1.34275
90 2.2554 1.05909 1.38538
91 2.2806 1.17555 1.43375
92 2.3058 1.10839 1.48037
93 2.331 1.04385 1.52525
94 2.3562 0.99318 1.56888
95 2.3814 1.05585 1.61625
96 2.4066 1.08568 1.666
97 2.4318 0.972463 1.7115
98 2.457 1.01804 1.76012
99 2.4822 1.15133 1.81625
100 2.5074 1.01271 1.86662
4500 100
1 0.0126 0 0
2 0.0378 0 0
3 0.063 0 0
4 0.0882 0 0
5 0.1134 0 0
6 0.1386 0 0
7 0.1638 0 0
8 0.189 0 0
9 0.2142 0 0
10 0.2394 0 0
11 0.2646 0 0
12 0.2898 0 0
13 0.315 0 0
14 0.3402 0 0
15 0.3654 0 0
16 0.3906 0 0
17 0.4158 0 0
18 0.441 0 0
19 0.4662 0 0
20 0.4914 0 0
21 0.5166 0 0
22 0.5418 0 0
23 0.567 0 0
24 0.5922 0 0
25 0.6174 0 0
26 0.6426 0 0
27 0.6678 0 0
28 0.693 0 0
29 0.7182 0 0
30 0.7434 0 0
31 0.7686 0 0
32 0.7938 0 0
33 0.819 0 0
34 0.8442 0 0
35 0.8694 0 0
36 0.8946 0 0
37 0.9198 0.0186731 0.000125
38 0.945 0.194596 0.0015
39 0.9702 0.386022 0.004375
40 0.9954 0.781284 0.0105
41 1.0206 1.10719 0.019625
42 1.0458 1.93561 0.036375
43 1.071 2.45161 0.058625
44 1.0962 2.15614 0.079125
45 1.1214 2.52515 0.10425
46 1.1466 2.29521 0.128125
47 1.1718 2.19756 0.152
48 1.197 2.15011 0.176375
49 1.2222 1.9143 0.199
50 1.2474 1.80728 0.22125
51 1.2726 1.91201 0.24575
52 1.2978 1.79158 0.269625
53 1.323 1.733 0.293625
54 1.3482 1.55583 0.316
55 1.3734 1.48251 0.338125
56 1.3986 1.55072 0.362125
57 1.4238 1.42618 0.385
58 1.449 1.51997 0.41025
59 1.4742 1.19948 0.430875
60 1.4994 1.44059 0.4565
61 1.5246 1.06031 0.476
62 1.5498 1.12478 0.497375
63 1.575 1.02538 0.5175
64 1.6002 1.24631 0.54275
65 1.6254 1.03454 0.564375
66 1.6506 1.04379 0.586875
67 1.6758 1.08577 0.611
68 1.701 1.19034 0.63825
69 1.7262 0.911947 0.65975
70 1.7514 1.09707 0.686375
71 1.7766 1.19631 0.71625
72 1.8018 1.10468 0.744625
73 1.827 0.993954 0.770875
74 1.8522 1.14209 0.801875
75 1.8774 1.06681 0.831625
76 1.9026 1.16967 0.865125
77 1.9278 1.09678 0.897375
78 1.953 1.21364 0.934
79 1.9782 1.16273 0.97
80 2.0034 1.14547 1.00638
81 2.0286 1.02889 1.03987
82 2.0538 1.1199 1.07725
83 2.079 1.06002 1.1135
84 2.1042 1.08831 1.15162
85 2.1294 0.982564 1.18688
86 2.1546 1.07202 1.22625
87 2.1798 1.01413 1.26438
88 2.205 1.01058 1.30325
89 2.2302 1.14669 1.34837
90 2.2554 0.981446 1.38787
91 2.2806 0.98114 1.42825
92 2.3058 1.08462 1.47388
93 2.331 0.985694 1.51625
94 2.3562 1.02164 1.56113
95 2.3814 0.972272 1.60475
96 2.4066 0.927467 1.64725
97 2.4318 0.913687 1.69
98 2.457 1.05207 1.74025
99 2.4822 1.03338 1.79062
100 2.5074 0.887064 1.83475
5000 100
1 0.0126 0 0
2 0.0378 0 0
3 0.063 0 0
4 0.0882 0 0
5 0.1134 0 0
6 0.1386 0 0
7 0.1638 0 0
8 0.189 0 0
9 0.2142 0 0
10 0.2394 0 0
11 0.2646 0 0
12 0.2898 0 0
13 0.315 0 0
14 0.3402 0 0
15 0.3654 0 0
16 0.3906 0 0
17 0.4158 0 0
18 0.441 0 0
19 0.4662 0 0
20 0.4914 0 0
21 0.5166 0 0
22 0.5418 0 0
23 0.567 0 0
24 0.5922 0 0
25 0.6174 0 0
26 0.6426 0 0
27 0.6678 0 0
28 0.693 0 0
29 0.7182 0 0
30 0.7434 0 0
31 0.7686 0 0
32 0.7938 0 0
33 0.819 0 0
34 0.8442 0 0
35 0.8694 0 0
36 0.8946 0 0
37 0.9198 0 0
38 0.945 0.0707623 0.0005
39 0.9702 0.402806 0.0035
40 0.9954 0.765339 0.0095
41 1.0206 1.45603 0.0215
42 1.0458 1.9645 0.0385
43 1.071 2.45161 0.06075
44 1.0962 2.58999 0.085375
45 1.1214 2.60053 0.11125
46 1.1466 2.63168 0.138625
47 1.1718 2.53122 0.166125
48 1.197 2.15011 0.1905
49 1.2222 2.05179 0.21475
50 1.2474 2.18295 0.241625
51 1.2726 1.85347 0.265375
52 1.2978 1.81034 0.2895
53 1.323 1.6969 0.313
54 1.3482 1.57322 0.335625
55 1.3734 1.3485 0.35575
56 1.3986 1.4538 0.37825
57 1.4238 1.36383 0.400125
58 1.449 1.22651 0.4205
59 1.4742 1.3376 0.4435
60 1.4994 1.24382 0.465625
61 1.5246 1.33219 0.490125
62 1.5498 1.10504 0.511125
63 1.575 1.19097 0.5345
64 1.6002 1.00568 0.554875
65 1.6254 0.992682 0.575625
66 1.6506 1.11917 0.59975
67 1.6758 1.08577 0.623875
68 1.701 1.08113 0.648625
69 1.7262 1.07631 0.674
70 1.7514 1.26703 0.70475
71 1.7766 1.07618 0.731625
72 1.8018 1.10468 0.76
73 1.827 1.11228 0.789375
74 1.8522 0.925646 0.8145
75 1.8774 1.03992 0.8435
76 1.9026 1.14785 0.876375
77 1.9278 1.11379 0.909125
78 1.953 1.14322 0.943625
79 1.9782 1.15869 0.9795
80 2.0034 1.04312 1.01262
81 2.0286 1.06344 1.04725
82 2.0538 1.03376 1.08175
83 2.079 0.910157 1.11287
84 2.1042 1.14897 1.15312
85 2.1294 1.01741 1.18962
86 2.1546 1.05841 1.2285
87 2.1798 1.12718 1.27087
88 2.205 1.10481 1.31337
89 2.2302 0.987869 1.35225
90 2.2554 1.01561 1.39312
91 2.2806 1.01759 1.435
92 2.3058 1.00141 1.47712
93 2.331 0.91591 1.5165
94 2.3562 0.998872 1.56038
95 2.3814 1.06142 1.608
96 2.4066 1.00657 1.65412
97 2.4318 0.980477 1.7
98 2.457 0.970937 1.74637
99 2.4822 1.06928 1.7985
100 2.5074 0.969991 1.84675
5500 100
1 0.0126 0 0
2 0.0378 0 0
3 0.063 0 0
4 0.0882 0 0
5 0.1134 0 0
6 0.1386 0 0
7 0.1638 0 0
8 0.189 0 0
9 0.2142 0 0
10 0.2394 0 0
11 0.2646 0 0
12 0.2898 0 0
13 0.315 0 0
14 0.3402 0 0
15 0.3654 0 0
16 0.3906 0 0
17 0.4158 0 0
18 0.441 0 0
19 0.4662 0 0
20 0.4914 0 0
21 0.5166 0 0
22 0.5418 0 0
23 0.567 0 0
24 0.5922 0 0
25 0.6174 0 0
26 0.6426 0 0
27 0.6678 0 0
28 0.693 0 0
29 0.7182 0 0
30 0.7434 0 0
31 0.7686 0 0
32 0.7938 0 0
33 0.819 0 0
34 0.8442 0 0
35 0.8694 0 0
36 0.8946 0 0
37 0.9198 0.0186731 0.000125
38 0.945 0.159215 0.00125
39 0.9702 0.318888 0.003625
40 0.9954 0.765339 0.009625
41 1.0206 1.51669 0.022125
42 1.0458 1.89227 0.0385
43 1.071 2.57557 0.061875
44 1.0962 3.037 0.09075
45 1.1214 2.3744 0.114375
46 1.1466 2.16303 0.136875
47 1.1718 2.55423 0.164625
48 1.197 1.99575 0.18725
49 1.2222 2.00949 0.211
50 1.2474 1.89866 0.234375
51 1.2726 2.24368 0.263125
52 1.2978 1.75406 0.2865
53 1.323 1.56151 0.308125
54 1.3482 1.54714 0.330375
55 1.3734 1.15586 0.347625
56 1.3986 1.55072 0.371625
57 1.4238 1.37162 0.393625
