# Time-averaged data for fix rdf
# TimeStep Number-of-rows
# Row c_myRDF[1] c_myRDF[2] c_myRDF[3]
1000 100
1 0.0146 0 0
2 0.0438 0 0
3 0.073 0 0
4 0.1022 0 0
5 0.1314 0 0
6 0.1606 0 0
7 0.1898 0 0
8 0.219 0 0
9 0.2482 0 0
10 0.2774 0 0
11 0.3066 0 0
12 0.3358 0 0
13 0.365 0 0
14 0.3942 0 0
15 0.4234 0 0
16 0.4526 0 0
17 0.4818 0 0
18 0.511 0 0
19 0.5402 0 0
20 0.5694 0 0
21 0.5986 0 0
22 0.6278 0 0
23 0.657 0 0
24 0.6862 0 0
25 0.7154 0 0
26 0.7446 0 0
27 0.7738 0 0
28 0.803 0 0
29 0.8322 0 0
30 0.8614 0 0
31 0.8906 0 0
32 0.9198 0.0483445 0.000375
33 0.949 0.333046 0.003125
34 0.9782 1.29659 0.0145
35 1.0074 2.87494 0.04125
36 1.0366 4.13633 0.082
37 1.0658 5.68917 0.14125
38 1.095 6.27674 0.21025
39 1.1242 6.04123 0.28025
40 1.1534 5.87246 0.351875
41 1.1826 5.81028 0.426375
42 1.2118 5.35725 0.4985
43 1.241 4.86909 0.56725
44 1.2702 4.44499 0.633
45 1.2994 3.74682 0.691
46 1.3286 3.43718 0.746625
47 1.3578 3.41667 0.804375
48 1.387 3.11132 0.85925
49 1.4162 2.92316 0.913
50 1.4454 2.74099 0.9655
51 1.4746 2.60843 1.0175
52 1.5038 2.24887 1.06412
53 1.533 2.1234 1.10988
54 1.5622 1.96655 1.15387
55 1.5914 1.97042 1.19962
56 1.6206 1.83257 1.24375
57 1.6498 1.89351 1.291
58 1.679 1.77985 1.337
59 1.7082 1.7756 1.3845
60 1.7374 1.77062 1.4335
61 1.7666 1.69073 1.48188
62 1.7958 1.92792 1.53888
63 1.825 1.75209 1.59238
64 1.8542 1.89167 1.652
65 1.8834 1.74122 1.70863
66 1.9126 1.79655 1.76888
67 1.9418 1.56936 1.82312
68 1.971 1.66008 1.88225
69 2.0002 1.63582 1.94225
70 2.0294 1.49639 1.99875
71 2.0586 1.56041 2.05938
72 2.0878 1.47641 2.11837
73 2.117 1.5972 2.184
74 2.1462 1.36459 2.24163
75 2.1754 1.31668 2.29875
76 2.2046 1.18946 2.35175
77 2.2338 1.18316 2.40587
78 2.263 1.16347 2.4605
79 2.2922 1.21446 2.519
80 2.3214 1.14362 2.5755
81 2.3506 1.10551 2.6315
82 2.3798 0.965399 2.68162
83 2.409 1.01262 2.7355
84 2.4382 0.977045 2.78875
85 2.4674 1.02124 2.84575
86 2.4966 0.927495 2.89875
87 2.5258 0.925409 2.95288
88 2.555 0.868872 3.00487
89 2.5842 0.790138 3.05325
90 2.6134 0.836463 3.10563
91 2.6426 0.81027 3.1575
92 2.6718 0.771646 3.208
93 2.701 0.869057 3.26613
94 2.7302 0.856055 3.32462
95 2.7594 0.800429 3.3805
96 2.7886 0.776741 3.43588
97 2.8178 0.757292 3.491
98 2.847 0.773799 3.5485
99 2.8762 0.796075 3.60887
100 2.9054 0.734928 3.66575
1500 100
1 0.0146 0 0
2 0.0438 0 0
3 0.073 0 0
4 0.1022 0 0
5 0.1314 0 0
6 0.1606 0 0
7 0.1898 0 0
8 0.219 0 0
9 0.2482 0 0
10 0.2774 0 0
11 0.3066 0 0
12 0.3358 0 0
13 0.365 0 0
14 0.3942 0 0
15 0.4234 0 0
16 0.4526 0 0
17 0.4818 0 0
18 0.511 0 0
19 0.5402 0 0
20 0.5694 0 0
21 0.5986 0 0
22 0.6278 0 0
23 0.657 0 0
24 0.6862 0 0
25 0.7154 0 0
26 0.7446 0 0
27 0.7738 0 0
28 0.803 0 0
29 0.8322 0 0
30 0.8614 0 0
31 0.8906 0 0
32 0.9198 0 0
33 0.949 0.242216 0.002
34 0.9782 0.81215 0.009125
35 1.0074 1.80019 0.025875
36 1.0366 2.79139 0.053375
37 1.0658 3.58874 0.09075
38 1.095 4.12764 0.136125
39 1.1242 3.96995 0.182125
40 1.1534 3.91498 0.229875
41 1.1826 4.02625 0.2815
42 1.2118 3.25891 0.325375
43 1.241 3.19589 0.3705
44 1.2702 2.98305 0.414625
45 1.2994 2.72129 0.45675
46 1.3286 2.7034 0.5005
47 1.3578 2.43308 0.541625
48 1.387 2.40968 0.584125
49 1.4162 2.03262 0.6215
50 1.4454 1.9709 0.65925
51 1.4746 1.72432 0.693625
52 1.5038 1.94741 0.734
53 1.533 1.70568 0.77075
54 1.5622 1.61458 0.806875
55 1.5914 1.55588 0.843
56 1.6206 1.53147 0.879875
57 1.6498 1.49777 0.91725
58 1.679 1.53803 0.957
59 1.7082 1.48589 0.99675
60 1.7374 1.46799 1.03737
61 1.7666 1.59024 1.08288
62 1.7958 1.48822 1.12688
63 1.825 1.38366 1.16912
64 1.8542 1.56648 1.2185
65 1.8834 1.64897 1.27212
66 1.9126 1.45737 1.321
67 1.9418 1.65614 1.37825
68 1.971 1.48109 1.431
69 2.0002 1.40408 1.4825
70 2.0294 1.39376 1.53513
71 2.0586 1.45102 1.5915
72 2.0878 1.5202 1.65225
73 2.117 1.4603 1.71225
74 2.1462 1.40307 1.7715
75 2.1754 1.34261 1.82975
76 2.2046 1.35778 1.89025
77 2.2338 1.34164 1.95162
78 2.263 1.24334 2.01
79 2.2922 1.2975 2.0725
80 2.3214 1.34856 2.13912
81 2.3506 1.25851 2.20287
82 2.3798 1.13633 2.26188
83 2.409 1.20763 2.32612
84 2.4382 1.11924 2.38713
85 2.4674 1.19369 2.45375
86 2.4966 1.18343 2.52137
87 2.5258 1.1605 2.58925
88 2.555 1.09236 2.65463
89 2.5842 1.01268 2.71663
90 2.6134 1.10796 2.786
91 2.6426 1.02894 2.85188
92 2.6718 1.00467 2.91763
93 2.701 1.00923 2.98513
94 2.7302 1.05544 3.05725
95 2.7594 1.02784 3.129
96 2.7886 0.945064 3.19638
97 2.8178 1.03205 3.2715
98 2.847 1.02276 3.3475
99 2.8762 0.929578 3.418
100 2.9054 0.949753 3.4915
2000 100
1 0.0146 0 0
2 0.0438 0 0
3 0.073 0 0
4 0.1022 0 0
5 0.1314 0 0
6 0.1606 0 0
7 0.1898 0 0
8 0.219 0 0
9 0.2482 0 0
10 0.2774 0 0
11 0.3066 0 0
12 0.3358 0 0
13 0.365 0 0
14 0.3942 0 0
15 0.4234 0 0
16 0.4526 0 0
17 0.4818 0 0
18 0.511 0 0
19 0.5402 0 0
20 0.5694 0 0
21 0.5986 0 0
22 0.6278 0 0
23 0.657 0 0
24 0.6862 0 0
25 0.7154 0 0
26 0.7446 0 0
27 0.7738 0 0
28 0.803 0 0
29 0.8322 0 0
30 0.8614 0 0
31 0.8906 0 0
32 0.9198 0.0644593 0.0005
33 0.949 0.105969 0.001375
34 0.9782 0.854894 0.008875
35 1.0074 1.77333 0.025375
