 Step          Temp          PotEng         KinEng         TotEng         Press     
       302   1             -2.4723368      1.47          -1.0023368      0.047964199  
       310   1.0772553     -2.4723368      1.5835653     -0.88877149     0.051749709  
       320   1.1654862     -2.4723368      1.7132648     -0.75907202     0.056073024  
       330   1.2452807     -2.4723368      1.8305626     -0.64177415     0.059982954  
       340   1.3174454     -2.4723368      1.9366447     -0.53569205     0.063519024  
       350   1.3827099     -2.4723368      2.0325835     -0.4397533      0.066716982  
       360   1.4417339     -2.4723368      2.1193488     -0.35298802     0.069609158  
       370   1.4951141     -2.4723368      2.1978177     -0.27451905     0.07222479   
       380   1.5433903     -2.4723368      2.2687837     -0.20355312     0.074590321  
       390   1.5870503     -2.4723368      2.332964      -0.13937281     0.076729665  
       400   1.6265357     -2.4723368      2.3910075     -0.081329286    0.078664449  
       410   1.6622456     -2.4723368      2.443501      -0.028835763    0.080414233  
       420   1.694541      -2.4723368      2.4909752      0.018638438    0.081996706  
       430   1.7237483     -2.4723368      2.53391        0.061573254    0.083427867  
       440   1.7501629     -2.4723368      2.5727395      0.10040273     0.084722183  
       450   1.7740518     -2.4723368      2.6078562      0.13551942     0.085892739  
       460   1.7956565     -2.4723368      2.6396151      0.16727832     0.086951369  
       470   1.8151954     -2.4723368      2.6683373      0.1960005      0.087908775  
       480   1.8328661     -2.4723368      2.6943131      0.22197632     0.088774636  
       490   1.8488471     -2.4723368      2.7178052      0.24546839     0.089557705  
       500   1.8633        -2.4723368      2.739051       0.2667142      0.090265898  
       510   1.876371      -2.4723368      2.7582653      0.28592853     0.090906376  
       520   1.8881921     -2.4723368      2.7756424      0.30330562     0.091485612  
       530   1.898883      -2.4723368      2.7913579      0.31902115     0.092009463  
       540   1.9085516     -2.4723368      2.8055708      0.333234       0.092483225  
       550   1.9172957     -2.4723368      2.8184246      0.34608784     0.092911686  
       560   1.9252037     -2.4723368      2.8300494      0.35771262     0.093299179  
       570   1.9323556     -2.4723368      2.8405627      0.36822587     0.093649621  
       580   1.9388236     -2.4723368      2.8500707      0.37773386     0.093966554  
       590   1.9446731     -2.4723368      2.8586695      0.38633272     0.094253182  
       600   1.9499634     -2.4723368      2.8664462      0.39410937     0.094512404  
       610   1.9547478     -2.4723368      2.8734792      0.40114244     0.09474684   
       620   1.9590747     -2.4723368      2.8798398      0.40750301     0.094958859  
       630   1.9629879     -2.4723368      2.8855922      0.41325541     0.095150605  
       640   1.9665269     -2.4723368      2.8907946      0.41845777     0.095324017  
       650   1.9697275     -2.4723368      2.8954995      0.42316269     0.095480848  
       660   1.9726221     -2.4723368      2.8997545      0.42741774     0.095622683  
       670   1.9752399     -2.4723368      2.9036027      0.43126592     0.095750956  
       680   1.9776074     -2.4723368      2.907083       0.43474616     0.095866964  
       690   1.9797486     -2.4723368      2.9102304      0.43789362     0.095971879  
       700   1.981685      -2.4723368      2.9130769      0.44074012     0.096066763  
       710   1.9834362     -2.4723368      2.9156512      0.44331445     0.096152574  
       720   1.98502       -2.4723368      2.9179794      0.44564263     0.096230179  
       730   1.9864524     -2.4723368      2.920085       0.44774819     0.096300365  
       740   1.9877478     -2.4723368      2.9219892      0.44965242     0.096363839  
       750   1.9889193     -2.4723368      2.9237114      0.45137458     0.096421244  
       760   1.9899788     -2.4723368      2.9252689      0.45293206     0.096473161  
       770   1.990937      -2.4723368      2.9266774      0.45434062     0.096520113  
       780   1.9918036     -2.4723368      2.9279513      0.4556145      0.096562575  
       790   1.9925873     -2.4723368      2.9291034      0.45676657     0.096600978  
       800   1.9932961     -2.4723368      2.9301453      0.45780849     0.096635708  
       810   1.9939371     -2.4723368      2.9310876      0.45875077     0.096667118  
       820   1.9945168     -2.4723368      2.9319398      0.45960296     0.096695524  
       830   1.9950411     -2.4723368      2.9327105      0.46037367     0.096721214  
       840   1.9955153     -2.4723368      2.9334075      0.46107068     0.096744448  
       850   1.9959441     -2.4723368      2.9340378      0.46170104     0.09676546   
       860   1.9963319     -2.4723368      2.9346079      0.46227113     0.096784463  
       870   1.9966827     -2.4723368      2.9351235      0.46278671     0.096801649  
       880   1.9969999     -2.4723368      2.9355898      0.46325299     0.096817192  
       890   1.9972867     -2.4723368      2.9360115      0.46367469     0.096831248  
       900   1.9975462     -2.4723368      2.9363929      0.46405606     0.09684396   
       910   1.9977808     -2.4723368      2.9367378      0.46440097     0.096855457  
       920   1.997993      -2.4723368      2.9370497      0.4647129      0.096865855  
       930   1.9981849     -2.4723368      2.9373318      0.464995       0.096875258  
       940   1.9983584     -2.4723368      2.9375869      0.46525013     0.096883763  
       950   1.9985154     -2.4723368      2.9378177      0.46548086     0.096891454  
       960   1.9986574     -2.4723368      2.9380263      0.46568953     0.09689841   
       970   1.9987857     -2.4723368      2.938215       0.46587825     0.0969047    
       980   1.9989018     -2.4723368      2.9383857      0.46604892     0.096910389  
       990   1.9990069     -2.4723368      2.9385401      0.46620328     0.096915534  
      1000   1.9991018     -2.4723368      2.9386797      0.46634287     0.096920188  
      1010   1.9991877     -2.4723368      2.9388059      0.46646912     0.096924396  
      1020   1.9992654     -2.4723368      2.9389201      0.4665833      0.096928202  
      1030   1.9993356     -2.4723368      2.9390233      0.46668656     0.096931644  
      1040   1.9993991     -2.4723368      2.9391167      0.46677994     0.096934757  
      1050   1.9994566     -2.4723368      2.9392012      0.4668644      0.096937572  
      1060   1.9995086     -2.4723368      2.9392776      0.46694078     0.096940118  
      1070   1.9995555     -2.4723368      2.9393466      0.46700985     0.09694242   
      1080   1.999598      -2.4723368      2.9394091      0.46707233     0.096944503  
      1090   1.9996365     -2.4723368      2.9394656      0.46712883     0.096946386  
      1100   1.9996712     -2.4723368      2.9395167      0.46717992     0.096948089  
      1110   1.9997027     -2.4723368      2.9395629      0.46722613     0.09694963   
      1120   1.9997311     -2.4723368      2.9396047      0.46726792     0.096951023  
      1130   1.9997568     -2.4723368      2.9396425      0.46730572     0.096952283  
      1140   1.9997801     -2.4723368      2.9396767      0.4673399      0.096953422  
      1150   1.9998011     -2.4723368      2.9397076      0.46737082     0.096954452  
      1160   1.9998201     -2.4723368      2.9397356      0.46739877     0.096955384  
      1170   1.9998373     -2.4723368      2.9397609      0.46742406     0.096956227  
      1180   1.9998529     -2.4723368      2.9397837      0.46744693     0.096956989  
