# Time-averaged data for fix rdf
# TimeStep Number-of-rows
# Row c_myRDF[1] c_myRDF[2] c_myRDF[3]
1500 100
1 0.0176 0 0
2 0.0528 0 0
3 0.088 0 0
4 0.1232 0 0
5 0.1584 0 0
6 0.1936 0 0
7 0.2288 0 0
8 0.264 0 0
9 0.2992 0 0
10 0.3344 0 0
11 0.3696 0 0
12 0.4048 0 0
13 0.44 0 0
14 0.4752 0 0
15 0.5104 0 0
16 0.5456 0 0
17 0.5808 0 0
18 0.616 0 0
19 0.6512 0 0
20 0.6864 0 0
21 0.7216 0 0
22 0.7568 0 0
23 0.792 0 0
24 0.8272 0 0
25 0.8624 0 0
26 0.8976 0.0140368 0.000125
27 0.9328 0.142973 0.0015
28 0.968 0.893145 0.01075
29 1.0032 2.70824 0.040875
30 1.0384 4.8772 0.099
31 1.0736 6.32885 0.179625
32 1.1088 6.32899 0.265625
33 1.144 6.29121 0.356625
34 1.1792 6.31166 0.453625
35 1.2144 5.24555 0.539125
36 1.2496 4.72243 0.620625
37 1.2848 4.22743 0.69775
38 1.32 3.62201 0.7675
39 1.3552 3.78117 0.84425
40 1.3904 3.31133 0.915
41 1.4256 3.07749 0.984125
42 1.4608 2.78787 1.04988
43 1.496 2.84521 1.12025
44 1.5312 2.61942 1.18812
45 1.5664 2.38778 1.25287
46 1.6016 2.41626 1.32137
47 1.6368 2.33457 1.3905
48 1.672 2.23731 1.45962
49 1.7072 2.24302 1.53187
50 1.7424 2.06762 1.60125
51 1.7776 2.255 1.68
52 1.8128 2.24056 1.76138
53 1.848 2.22557 1.84538
54 1.8832 2.10807 1.928
55 1.9184 2.14513 2.01525
56 1.9536 2.14558 2.10575
57 1.9888 2.15037 2.19975
58 2.024 2.12869 2.29612
59 2.0592 2.07787 2.3935
60 2.0944 1.91063 2.48613
61 2.1296 1.79812 2.57625
62 2.1648 1.82701 2.67087
63 2.2 1.57271 2.755
64 2.2352 1.75448 2.85188
65 2.2704 1.6259 2.9445
66 2.3056 1.61706 3.0395
67 2.3408 1.45733 3.12775
68 2.376 1.44853 3.21812
69 2.4112 1.41238 3.30888
70 2.4464 1.37014 3.3995
71 2.4816 1.38848 3.494
72 2.5168 1.28028 3.58363
73 2.552 1.20179 3.67012
74 2.5872 1.20141 3.759
75 2.6224 1.1776 3.8485
76 2.6576 1.19305 3.94163
77 2.6928 1.12463 4.03175
78 2.728 1.10491 4.12263
79 2.7632 1.05176 4.21138
80 2.7984 1.07024 4.304
81 2.8336 0.973384 4.39038
82 2.8688 0.940024 4.47588
83 2.904 0.977728 4.567
84 2.9392 0.950522 4.65775
85 2.9744 0.903867 4.74613
86 3.0096 0.985243 4.84475
87 3.0448 0.946735 4.94175
88 3.08 0.883489 5.03437
89 3.1152 0.868298 5.1275
90 3.1504 0.88775 5.22488
91 3.1856 0.838146 5.31888
92 3.2208 0.814475 5.41225
93 3.256 0.84817 5.51163
94 3.2912 0.891732 5.61837
95 3.3264 0.824916 5.71925
96 3.3616 0.801725 5.81937
97 3.3968 0.853814 5.92825
98 3.432 0.796059 6.03188
99 3.4672 0.808203 6.13925
100 3.5024 0.843675 6.25363
2000 100
1 0.0176 0 0
2 0.0528 0 0
3 0.088 0 0
4 0.1232 0 0
5 0.1584 0 0
6 0.1936 0 0
7 0.2288 0 0
8 0.264 0 0
9 0.2992 0 0
10 0.3344 0 0
11 0.3696 0 0
12 0.4048 0 0
13 0.44 0 0
14 0.4752 0 0
15 0.5104 0 0
16 0.5456 0 0
17 0.5808 0 0
18 0.616 0 0
19 0.6512 0 0
20 0.6864 0 0
21 0.7216 0 0
22 0.7568 0 0
23 0.792 0 0
24 0.8272 0 0
25 0.8624 0 0
26 0.8976 0 0
27 0.9328 0.0649876 0.000625
28 0.968 0.651755 0.007375
29 1.0032 1.91037 0.028625
30 1.0384 3.36684 0.06875
31 1.0736 4.04261 0.12025
32 1.1088 4.64555 0.183375
33 1.144 4.64927 0.250625
34 1.1792 4.03426 0.312625
35 1.2144 3.9495 0.377
36 1.2496 3.4694 0.436875
37 1.2848 3.21339 0.4955
38 1.32 3.16114 0.556375
39 1.3552 2.79585 0.613125
40 1.3904 2.49812 0.6665
41 1.4256 2.43194 0.721125
42 1.4608 2.16245 0.772125
43 1.496 1.98609 0.82125
44 1.5312 1.9103 0.87075
45 1.5664 1.88073 0.92175
46 1.6016 1.96652 0.9775
47 1.6368 1.77309 1.03
48 1.672 1.75182 1.08412
49 1.7072 1.71525 1.13938
50 1.7424 1.75096 1.19813
51 1.7776 1.6823 1.25687
52 1.8128 1.81034 1.32262
53 1.848 1.91425 1.39488
54 1.8832 1.80509 1.46562
55 1.9184 1.84088 1.5405
56 1.9536 1.76329 1.61488
57 1.9888 1.79865 1.6935
58 2.024 1.7173 1.77125
59 2.0592 1.62442 1.84738
60 2.0944 1.63216 1.9265
61 2.1296 1.61606 2.0075
62 2.1648 1.59048 2.08988
63 2.2 1.59842 2.17537
64 2.2352 1.6096 2.26425
65 2.2704 1.54033 2.352
66 2.3056 1.46599 2.43813
67 2.3408 1.4532 2.52613
68 2.376 1.49461 2.61938
69 2.4112 1.49992 2.71575
70 2.4464 1.38337 2.80725
71 2.4816 1.34624 2.89888
72 2.5168 1.25706 2.98688
73 2.552 1.29904 3.08038
74 2.5872 1.27407 3.17462
75 2.6224 1.25654 3.27013
76 2.6576 1.23949 3.36688
77 2.6928 1.22446 3.465
78 2.728 1.21434 3.56487
79 2.7632 1.14064 3.66112
80 2.7984 1.12657 3.75862
81 2.8336 1.14383 3.86013
82 2.8688 1.1874 3.96813
83 2.904 1.07832 4.06862
84 2.9392 1.1024 4.17388
85 2.9744 1.12632 4.284
86 3.0096 1.0814 4.39225
87 3.0448 0.960155 4.49063
88 3.08 1.05279 4.601
89 3.1152 1.06643 4.71537
90 3.1504 1.04501 4.83
91 3.1856 0.989726 4.941
92 3.2208 0.988927 5.05438
93 3.256 1.01354 5.17313
94 3.2912 1.00659 5.29362
95 3.3264 1.03549 5.42025
96 3.3616 0.941852 5.53787
97 3.3968 0.958703 5.66012
98 3.432 0.958343 5.78488
99 3.4672 1.00955 5.919
100 3.5024 0.924815 6.04437
2500 100
1 0.0176 0 0
2 0.0528 0 0
3 0.088 0 0
4 0.1232 0 0
5 0.1584 0 0
6 0.1936 0 0
7 0.2288 0 0
8 0.264 0 0
9 0.2992 0 0
10 0.3344 0 0
11 0.3696 0 0
12 0.4048 0 0
13 0.44 0 0
14 0.4752 0 0
15 0.5104 0 0
16 0.5456 0 0
17 0.5808 0 0
18 0.616 0 0
19 0.6512 0 0
20 0.6864 0 0
21 0.7216 0 0
22 0.7568 0 0
23 0.792 0 0
24 0.8272 0 0
25 0.8624 0 0
26 0.8976 0 0
27 0.9328 0.116978 0.001125
28 0.968 0.482781 0.006125
29 1.0032 1.7081 0.025125
30 1.0384 2.49629 0.054875
31 1.0736 3.53238 0.099875
32 1.1088 4.26839 0.157875
33 1.144 3.96657 0.21525
34 1.1792 3.94479 0.275875
35 1.2144 3.21328 0.32825
36 1.2496 3.18692 0.38325
37 1.2848 2.90507 0.43625
38 1.32 2.48607 0.484125
39 1.3552 2.3463 0.53175
40 1.3904 2.22901 0.579375
41 1.4256 2.08691 0.62625
42 1.4608 1.84444 0.66975
43 1.496 1.96587 0.718375
44 1.5312 1.6498 0.761125
45 1.5664 1.50735 0.802
46 1.6016 1.54764 0.845875
47 1.6368 1.50712 0.8905
48 1.672 1.68304 0.9425
49 1.7072 1.6842 0.99675
50 1.7424 1.6988 1.05375
51 1.7776 1.62861 1.11062
52 1.8128 1.54877 1.16688
53 1.848 1.66918 1.22988
54 1.8832 1.57866 1.29175
55 1.9184 1.67492 1.35987
56 1.9536 1.57659 1.42637
57 1.9888 1.57846 1.49537
58 2.024 1.54889 1.5655
59 2.0592 1.58441 1.63975
60 2.0944 1.54965 1.71487
61 2.1296 1.4764 1.78887
62 2.1648 1.49636 1.86638
63 2.2 1.35305 1.93875
64 2.2352 1.43075 2.01775
65 2.2704 1.39551 2.09725
66 2.3056 1.44259 2.182
67 2.3408 1.40779 2.26725
68 2.376 1.3784 2.35325
69 2.4112 1.35985 2.44062
70 2.4464 1.28888 2.52588
71 2.4816 1.2287 2.6095
72 2.5168 1.24635 2.69675
73 2.552 1.30078 2.79038
74 2.5872 1.19127 2.8785
75 2.6224 1.22858 2.97188
76 2.6576 1.17223 3.06337
77 2.6928 1.16363 3.15663
78 2.728 1.22194 3.25712
79 2.7632 1.10065 3.35
80 2.7984 1.15835 3.45025
81 2.8336 1.06636 3.54487
82 2.8688 1.17366 3.65163
83 2.904 1.0582 3.75025
84 2.9392 1.16393 3.86137
85 2.9744 1.11353 3.97025
86 3.0096 1.17005 4.08737
87 3.0448 1.06142 4.19612
88 3.08 1.08856 4.31025
89 3.1152 1.05944 4.42388
90 3.1504 1.05641 4.53975
91 3.1856 1.07778 4.66062
92 3.2208 1.15357 4.79288
93 3.256 1.04768 4.91563
94 3.2912 1.03165 5.03913
95 3.3264 1.07127 5.17012
