# Time-averaged data for fix rdf
# TimeStep Number-of-rows
# Row c_myRDF[1] c_myRDF[2] c_myRDF[3]
1500 100
1 0.0186 0 0
2 0.0558 0 0
3 0.093 0 0
4 0.1302 0 0
5 0.1674 0 0
6 0.2046 0 0
7 0.2418 0 0
8 0.279 0 0
9 0.3162 0 0
10 0.3534 0 0
11 0.3906 0 0
12 0.4278 0 0
13 0.465 0 0
14 0.5022 0 0
15 0.5394 0 0
16 0.5766 0 0
17 0.6138 0 0
18 0.651 0 0
19 0.6882 0 0
20 0.7254 0 0
21 0.7626 0 0
22 0.7998 0 0
23 0.837 0 0
24 0.8742 0 0
25 0.9114 0.0128828 0.000125
26 0.9486 0.428124 0.004625
27 0.9858 1.34344 0.019875
28 1.023 3.20062 0.059
29 1.0602 4.79843 0.122
30 1.0974 5.59832 0.20075
31 1.1346 5.47835 0.283125
32 1.1718 5.04254 0.364
33 1.209 4.66381 0.443625
34 1.2462 4.2793 0.52125
35 1.2834 3.78794 0.594125
36 1.3206 3.22777 0.659875
37 1.3578 2.94886 0.723375
38 1.395 2.90918 0.7895
39 1.4322 2.53567 0.85025
40 1.4694 2.53283 0.914125
41 1.5066 2.4706 0.979625
42 1.5438 2.15989 1.03975
43 1.581 2.25212 1.1055
44 1.6182 1.95768 1.16538
45 1.6554 1.94488 1.22762
46 1.6926 1.96867 1.2935
47 1.7298 1.84199 1.35788
48 1.767 1.9195 1.42788
49 1.8042 2.05487 1.506
50 1.8414 1.98215 1.5845
51 1.8786 2.00754 1.66725
52 1.9158 1.82245 1.74537
53 1.953 1.88275 1.82925
54 1.9902 1.79682 1.91238
55 2.0274 1.86949 2.00212
56 2.0646 1.73242 2.08838
57 2.1018 1.79762 2.18113
58 2.139 1.87599 2.28137
59 2.1762 1.69715 2.37525
60 2.2134 1.60563 2.46713
61 2.2506 1.49806 2.55575
62 2.2878 1.54175 2.65
63 2.325 1.44529 2.74125
64 2.3622 1.38671 2.83162
65 2.3994 1.37936 2.92437
66 2.4366 1.36821 3.01925
67 2.4738 1.29764 3.112
68 2.511 1.33417 3.21025
69 2.5482 1.29879 3.30875
70 2.5854 1.22486 3.40437
71 2.6226 1.23704 3.50375
72 2.6598 1.24807 3.60688
73 2.697 1.13884 3.70363
74 2.7342 1.19109 3.80763
75 2.7714 1.0813 3.90463
76 2.8086 1.11933 4.00775
77 2.8458 1.11404 4.11313
78 2.883 1.0932 4.21925
79 2.9202 1.03792 4.32263
80 2.9574 1.0805 4.433
81 2.9946 1.00966 4.53875
82 3.0318 1.02113 4.64837
83 3.069 0.971529 4.75525
84 3.1062 0.932869 4.86037
85 3.1434 0.957495 4.97087
86 3.1806 0.969083 5.08538
87 3.2178 0.988152 5.20488
88 3.255 0.940441 5.32125
89 3.2922 0.905484 5.43587
90 3.3294 0.887294 5.55075
91 3.3666 0.845132 5.66263
92 3.4038 0.881261 5.78188
93 3.441 0.896658 5.90588
94 3.4782 0.898813 6.03288
95 3.5154 0.84525 6.15487
96 3.5526 0.846297 6.27963
97 3.5898 0.894458 6.41425
98 3.627 0.865628 6.54725
99 3.6642 0.840967 6.67913
100 3.7014 0.846022 6.8145
2000 100
1 0.0186 0 0
2 0.0558 0 0
3 0.093 0 0
4 0.1302 0 0
5 0.1674 0 0
6 0.2046 0 0
7 0.2418 0 0
8 0.279 0 0
9 0.3162 0 0
10 0.3534 0 0
11 0.3906 0 0
12 0.4278 0 0
13 0.465 0 0
14 0.5022 0 0
15 0.5394 0 0
16 0.5766 0 0
17 0.6138 0 0
18 0.651 0 0
19 0.6882 0 0
20 0.7254 0 0
21 0.7626 0 0
22 0.7998 0 0
23 0.837 0 0
24 0.8742 0 0
25 0.9114 0.0128828 0.000125
26 0.9486 0.249739 0.00275
27 0.9858 1.05714 0.01475
28 1.023 2.34167 0.043375
29 1.0602 3.02758 0.083125
30 1.0974 4.04323 0.14
31 1.1346 4.13994 0.20225
32 1.1718 3.61629 0.26025
33 1.209 3.55094 0.320875
34 1.2462 2.96312 0.374625
35 1.2834 2.74837 0.4275
36 1.3206 2.54049 0.47925
37 1.3578 2.36257 0.530125
38 1.395 2.24375 0.581125
39 1.4322 2.10784 0.631625
40 1.4694 1.8736 0.678875
41 1.5066 1.78222 0.726125
42 1.5438 1.75126 0.774875
43 1.581 1.79399 0.82725
44 1.6182 1.74106 0.8805
45 1.6554 1.75352 0.936625
46 1.6926 1.77442 0.996
47 1.7298 1.77403 1.058
48 1.767 1.9195 1.128
49 1.8042 1.68006 1.19188
50 1.8414 1.87168 1.266
51 1.8786 1.69519 1.33588
52 1.9158 1.76704 1.41162
53 1.953 1.72001 1.48825
54 1.9902 1.66983 1.5655
55 2.0274 1.56745 1.64075
56 2.0646 1.57676 1.71925
57 2.1018 1.59654 1.80163
58 2.139 1.63272 1.88888
59 2.1762 1.5932 1.977
60 2.2134 1.59908 2.0685
61 2.2506 1.58257 2.16213
62 2.2878 1.43133 2.24963
63 2.325 1.49281 2.34388
64 2.3622 1.48069 2.44038
65 2.3994 1.43141 2.53662
66 2.4366 1.34117 2.62962
67 2.4738 1.36935 2.7275
68 2.511 1.41904 2.832
69 2.5482 1.31033 2.93138
70 2.5854 1.28891 3.032
71 2.6226 1.25727 3.133
72 2.6598 1.20268 3.23238
73 2.697 1.20652 3.33488
74 2.7342 1.16675 3.43675
75 2.7714 1.16072 3.54088
76 2.8086 1.09626 3.64188
77 2.8458 1.12594 3.74838
78 2.883 1.11252 3.85637
79 2.9202 1.09565 3.9655
80 2.9574 0.989946 4.06663
81 2.9946 1.10752 4.18262
82 3.0318 1.03743 4.294
83 3.069 1.14084 4.4195
84 3.1062 1.05267 4.53812
85 3.1434 1.00082 4.65362
86 3.1806 1.03256 4.77562
87 3.2178 1.04604 4.90212
88 3.255 1.04449 5.03137
89 3.2922 0.987442 5.15637
90 3.3294 0.972258 5.28225
91 3.3666 0.937671 5.40637
92 3.4038 1.00043 5.54175
93 3.441 0.966257 5.67537
94 3.4782 1.02443 5.82012
95 3.5154 0.985547 5.96237
96 3.5526 0.976888 6.10637
97 3.5898 0.921865 6.24512
98 3.627 0.942103 6.38987
99 3.6642 0.944594 6.538
100 3.7014 0.967105 6.69275
2500 100
1 0.0186 0 0
2 0.0558 0 0
3 0.093 0 0
